# NODES,node_alias,x (m),Y (m)
n751,Land548,43.2079,-89.2133
n752,Land549,43.2222,-89.5176
n753,Land550,43.2199,-89.4745
n754,Land551,43.2167,-89.3868
n755,Land552,43.2079,-89.2233
n756,Land553,43.2079,-89.2188
n757,Land554,43.2189,-89.4474
n758,Land555,43.2184,-89.4331
n759,Land556,43.2249,-89.529
n760,Land557,43.2145,-89.3565
n761,Land558,43.208,-89.2512
n762,Land559,43.2248,-89.5783
n763,Land560,43.2186,-89.4156
n764,Land561,43.2151,-89.3992
n765,Land562,43.2233,-89.5388
n766,Land563,43.22,-89.499
n767,Land564,43.2129,-89.3167
n768,Land565,43.2075,-89.2421
n769,Land566,43.2056,-89.2226
n770,Land567,43.2229,-89.548
n771,Land568,43.2158,-89.4305
n772,Land569,43.2229,-89.5568
n773,Land570,43.2114,-89.3261
n774,Land571,43.2197,-89.4937
n775,Land572,43.2195,-89.4903
n776,Land573,43.2183,-89.4591
n777,Land574,43.2158,-89.4135
n778,Land575,43.2139,-89.3939
n779,Land576,43.2135,-89.3743
n780,Land577,43.2198,-89.4873
n781,Land578,43.2119,-89.3204
n782,Land579,43.2231,-89.5734
n783,Land580,43.22,-89.5329
n784,Land581,43.2044,-89.213
n785,Land582,43.216,-89.451
n786,Land583,43.2128,-89.3988
n787,Land584,43.2076,-89.2728
n788,Land585,43.2117,-89.3103
n789,Land586,43.2047,-89.2195
n790,Land587,43.2172,-89.4751
n791,Land588,43.2182,-89.4534
n792,Land589,43.2227,-89.5856
n793,Land590,43.2217,-89.5657
n794,Land591,43.2195,-89.5445
n795,Land592,43.2103,-89.3655
n796,Land593,43.211,-89.3605
n797,Land594,43.2093,-89.3147
n798,Land595,43.2171,-89.4664
n799,Land596,43.2162,-89.4938
n800,Land597,43.2059,-89.3105
n801,Land598,43.2208,-89.5801
n802,Land599,43.2079,-89.3306
n803,Land600,43.2146,-89.4906
n804,Land601,43.2094,-89.4043
n805,Land602,43.2109,-89.3905
n806,Land603,43.2047,-89.2987
n807,Land604,43.2044,-89.2906
n808,Land605,43.2183,-89.572
n809,Land606,43.2136,-89.4576
n810,Land607,43.217,-89.5475
n811,Land608,43.2089,-89.3991
n812,Land609,43.2128,-89.406
n813,Land610,43.2171,-89.536
n814,Land611,43.2113,-89.4558
n815,Land612,43.212,-89.469
n816,Land613,43.2031,-89.3013
n817,Land614,43.2133,-89.4827
n818,Land615,43.2075,-89.3905
n819,Land616,43.2158,-89.558
n820,Land617,43.2069,-89.3988
n821,Land618,43.2044,-89.2406
n822,Land619,43.2118,-89.4852
n823,Land620,43.2075,-89.4045
n824,Land621,43.2019,-89.2973
n825,Land622,43.2118,-89.4932
n826,Land623,43.2035,-89.2718
n827,Land624,43.2135,-89.4422
n828,Land625,43.2081,-89.4124
n829,Land626,43.2107,-89.4186
n830,Land627,43.2148,-89.544
n831,Land628,43.2037,-89.3283
n832,Land629,43.2156,-89.5753
n833,Land630,43.215,-89.5722
n834,Land631,43.2135,-89.5474
n835,Land632,43.2119,-89.5091
n836,Land633,43.2108,-89.4302
n837,Land634,43.2049,-89.3649
n838,Land635,43.2041,-89.3562
n839,Land636,43.2115,-89.4891
n840,Land637,43.2104,-89.4655
n841,Land638,43.2165,-89.5825
n842,Land639,43.2145,-89.5797
n843,Land640,43.2159,-89.5778
n844,Land641,43.2129,-89.5004
n845,Land642,43.2083,-89.439
n846,Land643,43.2044,-89.3682
n847,Land644,43.2013,-89.3255
n848,Land645,43.2095,-89.4834
n849,Land646,43.2111,-89.5185
n850,Land647,43.2091,-89.4488
n851,Land648,43.2057,-89.4236
n852,Land649,43.2021,-89.3057
n853,Land650,43.2004,-89.3019
n854,Land651,43.2144,-89.5645
n855,Land652,43.2105,-89.4787
n856,Land653,43.2079,-89.4539
n857,Land654,43.2136,-89.5978
n858,Land655,43.2103,-89.4745
n859,Land656,43.2027,-89.3642
n860,Land657,43.2158,-89.5243
n861,Land658,43.2037,-89.3736
n862,Land659,43.2117,-89.5434
n863,Land660,43.2073,-89.4671
n864,Land661,43.2125,-89.5493
n865,Land662,43.2075,-89.48
n866,Land663,43.2124,-89.5575
n867,Land664,43.2138,-89.5546
n868,Land665,43.2188,-89.554
n869,Land666,43.2044,-89.4006
n870,Land667,43.2118,-89.5621
n871,Land668,43.2093,-89.5228
n872,Land669,43.2081,-89.4897
n873,Land670,43.2009,-89.3694
n874,Land671,43.197,-89.2661
n875,Land672,43.2087,-89.5137
n876,Land673,43.2008,-89.3121
n877,Land674,43.2116,-89.5737
n878,Land675,43.204,-89.4075
n879,Land676,43.2024,-89.3187
n880,Land677,43.1997,-89.3676
n881,Land678,43.1972,-89.306
n882,Land679,43.2112,-89.5871
n883,Land680,43.1987,-89.329
n884,Land681,43.2085,-89.5444
n885,Land682,43.2054,-89.4843
n886,Land683,43.2044,-89.46
n887,Land684,43.2032,-89.3589
n888,Land685,43.2106,-89.5844
n889,Land686,43.2109,-89.5801
n890,Land687,43.2088,-89.5635
n891,Land688,43.208,-89.5361
n892,Land689,43.2103,-89.5314
n893,Land690,43.2044,-89.4549
n894,Land691,43.1982,-89.3572
n895,Land692,43.2111,-89.5978
n896,Land693,43.2082,-89.5545
n897,Land694,43.2037,-89.4738
n898,Land695,43.2026,-89.4229
n899,Land696,43.1978,-89.3257
n900,Land697,43.1967,-89.3157
n901,Land698,43.2079,-89.5396
n902,Land699,43.2049,-89.478
n903,Land700,43.2007,-89.4034
n904,Land701,43.1963,-89.3214
n905,Land702,43.207,-89.5209
n906,Land703,43.2047,-89.4921
n907,Land704,43.2027,-89.4193
n908,Land705,43.2079,-89.5843
n909,Land706,43.2045,-89.4975
n910,Land707,43.2068,-89.5715
n911,Land708,43.2056,-89.5433
n912,Land709,43.2058,-89.5088
n913,Land710,43.207,-89.5791
n914,Land711,43.1976,-89.3518
n915,Land712,43.2108,-89.5921
n916,Land713,43.2093,-89.5951
n917,Land714,43.209,-89.5889
n918,Land715,43.1973,-89.3781
n919,Land716,43.1952,-89.3558
n920,Land717,43.1933,-89.3209
n921,Land718,43.1923,-89.2902
n922,Land719,43.2072,-89.5914
n923,Land720,43.2049,-89.5478
n924,Land721,43.1984,-89.4069
n925,Land722,43.1932,-89.3317
n926,Land723,43.2033,-89.5438
n927,Land724,43.2042,-89.5307
n928,Land725,43.197,-89.3853
n929,Land726,43.1962,-89.4095
n930,Land727,43.2047,-89.5681
n931,Land728,43.1905,-89.2587
n932,Land729,43.2014,-89.5049
n933,Land730,43.1971,-89.3995
n934,Land731,43.201,-89.3853
n935,Land732,43.201,-89.5107
n936,Land733,43.2004,-89.4844
n937,Land734,43.2039,-89.5745
n938,Land735,43.2007,-89.5186
n939,Land736,43.2014,-89.524
n940,Land737,43.1985,-89.5037
n941,Land738,43.1989,-89.4752
n942,Land739,43.1988,-89.4732
n943,Land740,43.1936,-89.4017
n944,Land741,43.2034,-89.5643
n945,Land742,43.2003,-89.537
n946,Land743,43.1993,-89.44
n947,Land744,43.1996,-89.4346
n948,Land745,43.194,-89.4137
n949,Land746,43.2008,-89.5686
n950,Land747,43.1978,-89.5188
n951,Land748,43.1859,-89.2728
n952,Land749,43.1987,-89.4205
n953,Land750,43.192,-89.4155
n954,Land751,43.1977,-89.4302
n955,Land752,43.1898,-89.3305
n956,Land753,43.1901,-89.327
n957,Land754,43.1862,-89.293
n958,Land755,43.1955,-89.4453
n959,Land756,43.194,-89.4387
n960,Land757,43.1909,-89.365
n961,Land758,43.188,-89.3327
n962,Land759,43.1912,-89.3179
n963,Land760,43.2026,-89.5833
n964,Land761,43.2009,-89.5784
n965,Land762,43.1999,-89.574
n966,Land763,43.1983,-89.496
n967,Land764,43.1876,-89.3166
n968,Land765,43.203,-89.5582
n969,Land766,43.1903,-89.3936
n970,Land767,43.1875,-89.2995
n971,Land768,43.2014,-89.5962
n972,Land769,43.1946,-89.4999
n973,Land770,43.1967,-89.525
n974,Land771,43.1896,-89.3892
n975,Land772,43.1929,-89.4834
n976,Land773,43.1975,-89.4785
n977,Land774,43.199,-89.5883
n978,Land775,43.1998,-89.5919
n979,Land776,43.1945,-89.4951
n980,Land777,43.1939,-89.4919
n981,Land778,43.1977,-89.5683
n982,Land779,43.1975,-89.4867
n983,Land780,43.1871,-89.3889
n984,Land781,43.1913,-89.3797
n985,Land782,43.1954,-89.5077
n986,Land783,43.1903,-89.4402
n987,Land784,43.187,-89.3785
n988,Land785,43.1915,-89.4849
n989,Land786,43.19,-89.4289
n990,Land787,43.188,-89.3951
n991,Land788,43.1962,-89.563
n992,Land789,43.1925,-89.5037
n993,Land790,43.1851,-89.3438
n994,Land791,43.1861,-89.3386
n995,Land792,43.1945,-89.5381
n996,Land793,43.1956,-89.577
n997,Land794,43.1943,-89.5199
n998,Land795,43.1952,-89.5136
n999,Land796,43.183,-89.294
n1000,Land797,43.1819,-89.291
n1001,Land798,43.1906,-89.4792
n1002,Land799,43.1817,-89.2967
n1003,Land800,43.1818,-89.272
n1004,Land801,43.1801,-89.2675
n1005,Land802,43.1932,-89.5264
n1006,Land803,43.1865,-89.3702
n1007,Land804,43.1906,-89.4932
n1008,Land805,43.1967,-89.5987
n1009,Land806,43.1935,-89.5426
n1010,Land807,43.1808,-89.2617
n1011,Land808,43.1883,-89.4093
n1012,Land809,43.1795,-89.2953
n1013,Land810,43.1796,-89.2906
n1014,Land811,43.1941,-89.5679
n1015,Land812,43.1882,-89.478
n1016,Land813,43.187,-89.4261
n1017,Land814,43.1836,-89.3694
n1018,Land815,43.1842,-89.394
n1019,Land816,43.1866,-89.4798
n1020,Land817,43.1846,-89.4304
n1021,Land818,43.1943,-89.5881
n1022,Land819,43.1834,-89.3838
n1023,Land820,43.1907,-89.5496
n1024,Land821,43.1856,-89.4054
n1025,Land822,43.1903,-89.5699
n1026,Land823,43.1832,-89.425
n1027,Land824,43.1862,-89.4167
n1028,Land825,43.1774,-89.3315
n1029,Land826,43.1899,-89.5818
n1030,Land827,43.1856,-89.4871
n1031,Land828,43.1771,-89.3399
n1032,Land829,43.1798,-89.4086
n1033,Land830,43.179,-89.3886
n1034,Land831,43.1746,-89.2833
n1035,Land832,43.1861,-89.5457
n1036,Land833,43.1866,-89.5423
n1037,Land834,43.1829,-89.4806
n1038,Land835,43.1835,-89.4822
n1039,Land836,43.179,-89.4169
n1040,Land837,43.1873,-89.5657
n1041,Land838,43.1823,-89.4984
n1042,Land839,43.1807,-89.4864
n1043,Land840,43.1853,-89.5633
n1044,Land841,43.1856,-89.5794
n1045,Land842,43.1756,-89.3847
n1046,Land843,43.1759,-89.3778
n1047,Land844,43.1721,-89.3301
n1048,Land845,43.183,-89.5448
n1049,Land846,43.176,-89.3985
n1050,Land847,43.1713,-89.3276
n1051,Land848,43.1827,-89.548
n1052,Land849,43.1787,-89.473
n1053,Land850,43.183,-89.5744
n1054,Land851,43.1819,-89.5544
n1055,Land852,43.1809,-89.5357
n1056,Land853,43.1804,-89.4785
n1057,Land854,43.1806,-89.5053
n1058,Land855,43.1804,-89.4911
n1059,Land856,43.1754,-89.4305
n1060,Land857,43.1794,-89.5363
n1061,Land858,43.1789,-89.5003
n1062,Land859,43.1806,-89.5425
n1063,Land860,43.1762,-89.4795
n1064,Land861,43.1752,-89.4073
n1065,Land862,43.1696,-89.3319
n1066,Land863,43.182,-89.5693
n1067,Land864,43.1786,-89.5089
n1068,Land865,43.1795,-89.5498
n1069,Land866,43.1734,-89.4285
n1070,Land867,43.1786,-89.5197
n1071,Land868,43.175,-89.4521
n1072,Land869,43.1787,-89.5234
n1073,Land870,43.1729,-89.4
n1074,Land871,43.1803,-89.5264
n1075,Land872,43.1747,-89.4797
n1076,Land873,43.1722,-89.4046
n1077,Land874,43.1778,-89.5362
n1078,Land875,43.1754,-89.4859
n1079,Land876,43.1791,-89.5579
n1080,Land877,43.1713,-89.4082
n1081,Land878,43.1754,-89.4925
n1082,Land879,43.1775,-89.5516
n1083,Land880,43.1738,-89.4558
n1084,Land881,43.1757,-89.5293
n1085,Land882,43.1745,-89.4594
n1086,Land883,43.1741,-89.4483
n1087,Land884,43.1714,-89.3937
n1088,Land885,43.1755,-89.5341
n1089,Land886,43.1753,-89.5237
n1090,Land887,43.1705,-89.4301
n1091,Land888,43.1696,-89.3995
n1092,Land889,43.1751,-89.5156
n1093,Land890,43.1697,-89.388
n1094,Land891,43.1779,-89.5684
n1095,Land892,43.1722,-89.4655
n1096,Land893,43.1685,-89.4054
n1097,Land894,43.1753,-89.5575
n1098,Land895,43.1755,-89.5452
n1099,Land896,43.1755,-89.5627
n1100,Land897,43.1748,-89.5388
n1101,Land898,43.174,-89.4706
n1102,Land899,43.1705,-89.451
n1103,Land900,43.1687,-89.4174
n1104,Land901,43.1727,-89.4875
n1105,Land902,43.1745,-89.5705
n1106,Land903,43.1728,-89.5068
n1107,Land904,43.1671,-89.4398
n1108,Land905,43.1679,-89.4294
n1109,Land906,43.1664,-89.4008
n1110,Land907,43.1675,-89.4467
n1111,Land908,43.1738,-89.5514
n1112,Land909,43.1648,-89.3931
n1113,Land910,43.1729,-89.5126
n1114,Land911,43.1682,-89.4643
n1115,Land912,43.1664,-89.4342
n1116,Land913,43.1682,-89.4693
n1117,Land914,43.1671,-89.45
n1118,Land915,43.1711,-89.5425
n1119,Land916,43.1692,-89.5194
n1120,Land917,43.1653,-89.4167
n1121,Land918,43.1712,-89.547
n1122,Land919,43.1714,-89.5351
n1123,Land920,43.1683,-89.4938
n1124,Land921,43.1641,-89.4094
n1125,Land922,43.1638,-89.4042
n1126,Land923,43.1689,-89.5073
n1127,Land924,43.1711,-89.5574
n1128,Land925,43.1715,-89.5639
n1129,Land926,43.1675,-89.4737
n1130,Land927,43.1644,-89.4392
n1131,Land928,43.1714,-89.5272
n1132,Land929,43.1683,-89.5458
n1133,Land930,43.1679,-89.5294
n1134,Land931,43.1619,-89.4005
n1135,Land932,43.1669,-89.4823
n1136,Land933,43.1608,-89.4097
n1137,Land934,43.1645,-89.4938
n1138,Land935,43.1682,-89.4875
n1139,Land936,43.166,-89.456
n1140,Land937,43.1604,-89.4198
n1141,Land938,43.1669,-89.5524
n1142,Land939,43.1652,-89.5091
n1143,Land940,43.1617,-89.4477
n1144,Land941,43.165,-89.5055
n1145,Land942,43.1701,-89.5003
n1146,Land943,43.1665,-89.5128
n1147,Land944,43.1663,-89.518
n1148,Land945,43.1649,-89.5144
n1149,Land946,43.1647,-89.5533
n1150,Land947,43.1616,-89.4876
n1151,Land948,43.1609,-89.4596
n1152,Land949,43.1664,-89.5586
n1153,Land950,43.1639,-89.5368
n1154,Land951,43.1633,-89.553
n1155,Land952,43.1639,-89.5401
n1156,Land953,43.1644,-89.5251
n1157,Land954,43.1569,-89.3993
n1158,Land955,43.166,-89.5657
n1159,Land956,43.1611,-89.4725
n1160,Land957,43.1649,-89.563
n1161,Land958,43.1606,-89.5044
n1162,Land959,43.1578,-89.4581
n1163,Land960,43.1588,-89.4515
n1164,Land961,43.157,-89.4171
n1165,Land962,43.1608,-89.5091
n1166,Land963,43.1596,-89.4883
n1167,Land964,43.1608,-89.5288
n1168,Land965,43.1609,-89.5255
n1169,Land966,43.1609,-89.5223
n1170,Land967,43.1574,-89.4444
n1171,Land968,43.1608,-89.5391
n1172,Land969,43.1561,-89.4583
n1173,Land970,43.1559,-89.4509
n1174,Land971,43.162,-89.4647
n1175,Land972,43.1601,-89.5345
n1176,Land973,43.1545,-89.4544
n1177,Land974,43.1607,-89.5574
n1178,Land975,43.1541,-89.4464
n1179,Land976,43.157,-89.5041
n1180,Land977,43.155,-89.4876
n1181,Land978,43.1592,-89.5175
n1182,Land979,43.1576,-89.5112
n1183,Land980,43.1579,-89.4817
n1184,Land981,43.1599,-89.5458
n1185,Land982,43.1524,-89.4542
n1186,Land983,43.1564,-89.5305
n1187,Land984,43.1572,-89.5737
n1188,Land985,43.1564,-89.5344
n1189,Land986,43.1568,-89.5242
n1190,Land987,43.1539,-89.4626
n1191,Land988,43.1567,-89.5411
n1192,Land989,43.1539,-89.5052
n1193,Land990,43.1568,-89.5491
n1194,Land991,43.159,-89.5529
n1195,Land992,43.153,-89.4876
n1196,Land993,43.156,-89.5585
n1197,Land994,43.1519,-89.4622
n1198,Land995,43.1504,-89.4539
n1199,Land996,43.1568,-89.4967
n1200,Land997,43.1585,-89.5683
n1201,Land998,43.1536,-89.5165
n1202,Land999,43.1516,-89.4494
n1203,Land1000,43.1509,-89.4452
n1204,Land1001,43.1491,-89.4645
n1205,Land1002,43.1497,-89.4596
n1206,Land1003,43.1489,-89.4687
n1207,Land1004,43.1531,-89.4744
n1208,Land1005,43.1532,-89.5659
n1209,Land1006,43.1524,-89.5321
n1210,Land1007,43.1498,-89.4895
n1211,Land1008,43.1501,-89.5237
n1212,Land1009,43.15,-89.5168
n1213,Land1010,43.1464,-89.424
n1214,Land1011,43.1505,-89.5435
n1215,Land1012,43.1518,-89.5391
n1216,Land1013,43.146,-89.4494
n1217,Land1014,43.1456,-89.4447
n1218,Land1015,43.1508,-89.5749
n1219,Land1016,43.1458,-89.4562
n1220,Land1017,43.1516,-89.5511
n1221,Land1018,43.1475,-89.5294
n1222,Land1019,43.1507,-89.5325
n1223,Land1020,43.145,-89.488
n1224,Land1021,43.1432,-89.4501
n1225,Land1022,43.1512,-89.5692
n1226,Land1023,43.1488,-89.5024
n1227,Land1024,43.1487,-89.5638
n1228,Land1025,43.1457,-89.4827
n1229,Land1026,43.15,-89.5724
n1230,Land1027,43.1475,-89.5117
n1231,Land1028,43.1438,-89.493
n1232,Land1029,43.1477,-89.5213
n1233,Land1030,43.1426,-89.44
n1234,Land1031,43.1456,-89.5378
n1235,Land1032,43.1417,-89.486
n1236,Land1033,43.1411,-89.4663
n1237,Land1034,43.1452,-89.5531
n1238,Land1035,43.1443,-89.5396
n1239,Land1036,43.1441,-89.5313
n1240,Land1037,43.1445,-89.4997
n1241,Land1038,43.1455,-89.5697
n1242,Land1039,43.1425,-89.512
n1243,Land1040,43.1439,-89.5177
n1244,Land1041,43.1396,-89.487
n1245,Land1042,43.1437,-89.5247
n1246,Land1043,43.1411,-89.5314
n1247,Land1044,43.1382,-89.4855
n1248,Land1045,43.1461,-89.5464
n1249,Land1046,43.1384,-89.5083
n1250,Land1047,43.1414,-89.5594
n1251,Land1048,43.1479,-89.5578
n1252,Land1049,43.142,-89.5693
n1253,Land1050,43.1356,-89.4444
n1254,Land1051,43.1416,-89.5736
n1255,Land1052,43.1357,-89.4579
n1256,Land1053,43.1354,-89.4604
n1257,Land1054,43.1385,-89.5387
n1258,Land1055,43.1373,-89.4942
n1259,Land1056,43.136,-89.4773
n1260,Land1057,43.135,-89.4699
n1261,Land1058,43.1382,-89.5006
n1262,Land1059,43.1361,-89.5004
n1263,Land1060,43.1355,-89.484
n1264,Land1061,43.1352,-89.493
n1265,Land1062,43.1348,-89.4637
n1266,Land1063,43.1377,-89.5235
n1267,Land1064,43.135,-89.4981
n1268,Land1065,43.1346,-89.4671
n1269,Land1066,43.1381,-89.5742
n1270,Land1067,43.1378,-89.5693
n1271,Land1068,43.1326,-89.4767
n1272,Land1069,43.1381,-89.5784
n1273,Land1070,43.1371,-89.5132
n1274,Land1071,43.1339,-89.5252
n1275,Land1072,43.1341,-89.4531
n1276,Land1073,43.1314,-89.4443
n1277,Land1074,43.1366,-89.5326
n1278,Land1075,43.1355,-89.5782
n1279,Land1076,43.1343,-89.5386
n1280,Land1077,43.1317,-89.4612
n1281,Land1078,43.1313,-89.4493
n1282,Land1079,43.1316,-89.4857
n1283,Land1080,43.1318,-89.4824
n1284,Land1081,43.1316,-89.4924
n1285,Land1082,43.1299,-89.4753
n1286,Land1083,43.134,-89.5204
n1287,Land1084,43.1316,-89.4989
n1288,Land1085,43.1315,-89.4954
n1289,Land1086,43.1357,-89.5594
n1290,Land1087,43.1368,-89.5501
n1291,Land1088,43.1303,-89.4691
n1292,Land1089,43.1303,-89.4791
n1293,Land1090,43.1345,-89.5698
n1294,Land1091,43.1339,-89.5437
n1295,Land1092,43.1316,-89.525
n1296,Land1093,43.1289,-89.4837
n1297,Land1094,43.1325,-89.5077
n1298,Land1095,43.1334,-89.5788
n1299,Land1096,43.1276,-89.4759
n1300,Land1097,43.129,-89.4969
n1301,Land1098,43.1309,-89.5319
n1302,Land1099,43.1293,-89.5276
n1303,Land1100,43.1277,-89.4889
n1304,Land1101,43.1303,-89.5787
n1305,Land1102,43.1294,-89.5196
n1306,Land1103,43.1281,-89.5245
n1307,Land1104,43.1272,-89.4641
n1308,Land1105,43.1301,-89.5825
n1309,Land1106,43.1262,-89.449
n1310,Land1107,43.1295,-89.5482
n1311,Land1108,43.1292,-89.5597
n1312,Land1109,43.1285,-89.5381
n1313,Land1110,43.1255,-89.4955
n1314,Land1111,43.1212,-89.4443
n1315,Land1112,43.1282,-89.5672
n1316,Land1113,43.1292,-89.5745
n1317,Land1114,43.1245,-89.521
n1318,Land1115,43.1243,-89.5188
n1319,Land1116,43.1236,-89.5107
n1320,Land1117,43.1268,-89.5823
n1321,Land1118,43.1249,-89.5332
n1322,Land1119,43.1239,-89.5166
n1323,Land1120,43.1243,-89.5477
n1324,Land1121,43.1215,-89.4938
n1325,Land1122,43.1246,-89.5657
n1326,Land1123,43.1248,-89.5277
n1327,Land1124,43.1214,-89.5202
n1328,Land1125,43.1224,-89.5484
n1329,Land1126,43.1207,-89.4974
n1330,Land1127,43.1212,-89.5089
n1331,Land1128,43.1228,-89.5655
n1332,Land1129,43.122,-89.5367
n1333,Land1130,43.1216,-89.534
n1334,Land1131,43.1197,-89.5023
n1335,Land1132,43.1195,-89.5044
n1336,Land1133,43.1197,-89.5241
n1337,Land1134,43.1204,-89.5306
n1338,Land1135,43.1223,-89.5411
n1339,Land1136,43.1202,-89.5445
n1340,Land1137,43.1204,-89.5583
n1341,Land1138,43.1193,-89.5663
n1342,Land1139,43.1202,-89.5735
n1343,Land1140,43.119,-89.5486
n1344,Land1141,43.1172,-89.5434
n1345,Land1142,43.118,-89.5362
n1346,Land1143,43.1167,-89.5239
n1347,Land1144,43.1151,-89.5453
n1348,Land1145,43.1175,-89.5529
n1349,Land1146,43.1164,-89.5781
n1350,Land1147,43.1149,-89.5558
n1351,Land1148,43.1138,-89.5775
n1352,Land1149,43.1122,-89.5527
n1353,Land1150,43.1127,-89.5583
n1354,Land1151,43.108,-89.5687
n1355,Land1152,43.0729,-89.5439
n1356,Land1153,43.073,-89.5406
n1357,Land1154,43.0728,-89.5463
n1358,Land1155,43.0702,-89.5445
n1359,Land1156,43.0697,-89.5392
n1360,Land1157,43.0705,-89.5537
n1361,Land1158,43.0667,-89.5329
n1362,Land1159,43.0657,-89.5308
n1363,Land1160,43.0658,-89.5439
n1364,Land1161,43.0656,-89.5281
n1365,Land1162,43.0657,-89.5495
n1366,Land1163,43.0646,-89.535
n1367,Land1164,43.0642,-89.5392
n1368,Land1165,43.0589,-89.529
n1369,Land1166,43.0581,-89.5346
n1370,Land1167,43.055,-89.5304
n1371,External Sink (Sauk county),43.4066375,-89.9253233
n1372,Company (in Madison),43.0730517,-89.4012302
