,Latitude,Longitude,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
n997,43.1943,-89.5199,-17.17651354,-23.78714769,-18.75832672,0,0,0,0,797.3639217,-15.99829993,-24.05070068,-18.78856094,-16.45070027,-16.37635352,-11.82558124,97.36392174,97.36392174,97.36392174,0,0,0
n998,43.1952,-89.5136,-17.331768,-23.83397467,-18.63694657,0,0,0,0,797.3971519,-16.15355439,-24.11821446,-18.84130437,-16.399329,-16.41759782,-11.86897014,97.3971519,97.3971519,97.3971519,0,0,0
n999,43.183,-89.294,-15.59610871,-23.77177035,-18.98430911,0,0,0,0,797.61237,-13.14884811,-19.75751603,-15.42398812,-16.89865519,-17.03100712,-12.37313518,97.61237002,97.61237002,97.61237002,0,0,0
n1000,43.1819,-89.291,-15.51488533,-23.75486078,-18.91027287,0,0,0,0,797.6053714,-13.14084576,-19.69956542,-15.38934714,-16.86522618,-17.07432626,-12.41645432,97.60537137,97.60537137,97.60537137,0,0,0
n1001,43.1906,-89.4792,-16.94601646,-23.70580577,-18.42278776,0,0,0,0,797.6895103,-15.93477371,-23.73334322,-18.54063349,-16.13804462,-16.57696538,-12.02650035,97.6895103,97.6895103,97.6895103,0,0,0
n1002,43.1817,-89.2967,-15.55850641,-23.85003242,-18.90604704,0,0,0,0,797.6512673,-13.22711018,-19.83295242,-15.34572605,-16.91123388,-17.07274689,-12.38950409,97.65126734,97.65126734,97.65126734,0,0,0
n1003,43.1818,-89.272,-15.29500375,-23.29526266,-18.45067476,0,0,0,0,797.4532395,-12.82073222,-19.26032772,-15.04620385,-17.06730199,-16.8474065,-12.53962853,97.45323951,97.45323951,97.45323951,0,0,0
n1004,43.1801,-89.2675,-15.1724122,-23.41785421,-18.42038871,0,0,0,0,797.437085,-12.90218728,-19.17056846,-14.9760817,-17.06570497,-16.82726686,-12.60501069,97.43708502,97.43708502,97.43708502,0,0,0
n1005,43.1932,-89.5264,-17.33788927,-23.83048092,-18.73246693,0,0,0,0,797.3297869,-16.15967566,-24.02968796,-18.77214529,-16.48593084,-16.33304481,-11.78278776,97.32978694,97.32978694,97.32978694,0,0,0
n1006,43.1865,-89.3702,-16.29449508,-23.47397675,-18.59619289,0,0,0,0,797.9532884,-14.43319082,-21.4452774,-16.75314024,-16.66244837,-17.04372999,-12.07220054,97.95328842,97.95328842,97.95328842,0,0,0
n1007,43.1906,-89.4932,-17.20879169,-23.47367232,-18.32322062,0,0,0,0,797.6052209,-16.13367001,-23.97178705,-18.72691167,-16.1883642,-16.46966035,-11.91919533,97.60522094,97.60522094,97.60522094,0,0,0
n1008,43.1967,-89.5987,-17.37665565,-23.51121507,-19.09753022,0,0,0,0,796.6406616,-15.69943728,-23.50978735,-18.23636151,-16.59647493,-16.34467801,-11.72513554,96.64066158,96.64066158,96.64066158,0,0,0
n1009,43.1935,-89.5426,-17.05973973,-23.79904103,-18.65182868,0,0,0,0,797.1942235,-16.0998454,-23.92153169,-18.68765095,-16.64958416,-16.30050273,-11.75032306,97.19422348,97.19422348,97.19422348,0,0,0
n1010,43.1808,-89.2617,-15.18621891,-23.27564765,-18.27818215,0,0,0,0,797.3770613,-12.80693786,-19.02905036,-14.86552429,-17.14154847,-16.75142336,-12.59821667,97.37706126,97.37706126,97.37706126,0,0,0
n1011,43.1883,-89.4093,-15.57838379,-22.90193057,-18.08886828,0,0,0,0,797.9583801,-14.94140217,-22.36977982,-17.43117751,-16.44268643,-17.03718236,-12.08292007,97.95838009,97.95838009,97.95838009,0,0,0
n1012,43.1795,-89.2953,-15.47805288,-23.7820509,-18.98650057,0,0,0,0,797.6724219,-13.14665665,-19.82399437,-15.42617958,-16.86832533,-17.02983834,-12.34659554,97.67242187,97.67242187,97.67242187,0,0,0
n1013,43.1796,-89.2906,-15.59179264,-23.69162312,-18.89607279,0,0,0,0,797.634839,-13.06393844,-19.7126617,-15.31243982,-16.82420895,-17.09049955,-12.40725675,97.63483895,97.63483895,97.63483895,0,0,0
n1014,43.1941,-89.5679,-17.05783393,-23.83958276,-19.00017945,0,0,0,0,796.9640842,-16.10877505,-24.00489951,-18.75277994,-16.61403164,-16.25843963,-11.64845708,96.96408422,96.96408422,96.96408422,0,0,0
n1015,43.1882,-89.478,-16.90341265,-23.68143946,-18.48762123,0,0,0,0,797.7344661,-16.01951233,-23.80217576,-18.59440716,-16.1031431,-16.55062473,-11.99901077,97.73446606,97.73446606,97.73446606,0,0,0
n1016,43.187,-89.4261,-15.98699804,-22.95186493,-18.11210028,0,0,0,0,797.9586265,-15.32855397,-22.77557514,-17.71008408,-16.27909026,-17.00719449,-12.0834692,97.95862651,97.95862651,97.95862651,0,0,0
n1017,43.1836,-89.3694,-16.29173174,-23.37585036,-18.57655272,0,0,0,0,798.0014764,-14.33506443,-21.46159725,-16.75590358,-16.61426035,-16.99554197,-12.03465714,98.00147644,98.00147644,98.00147644,0,0,0
n1018,43.1842,-89.394,-15.96988099,-22.8932836,-18.33869821,0,0,0,0,798.0313625,-14.68726997,-22.02588419,-17.20672453,-16.51873039,-16.93242658,-12.00857697,98.03136248,98.03136248,98.03136248,0,0,0
n1019,43.1866,-89.4798,-16.9720595,-23.61279262,-18.55626807,0,0,0,0,797.7494997,-16.03851791,-23.86571015,-18.64113091,-16.06685512,-16.51403263,-11.96274548,97.74949969,97.74949969,97.74949969,0,0,0
n1020,43.1846,-89.4304,-15.90660623,-23.04591658,-18.06968703,0,0,0,0,797.990882,-15.40853968,-22.89441499,-17.84106239,-16.21099405,-16.94903786,-12.05034476,97.99088201,97.99088201,97.99088201,0,0,0
n1021,43.1943,-89.5881,-17.3663185,-23.76528427,-19.15499233,0,0,0,0,796.7716336,-15.96785901,-23.72543114,-18.50478323,-16.73963318,-16.28952343,-11.7775472,96.77163359,96.77163359,96.77163359,0,0,0
n1022,43.1834,-89.3838,-16.00000924,-23.14142406,-18.25154366,0,0,0,0,798.0348012,-14.44819117,-21.7830985,-17.01705439,-16.58093562,-16.91649887,-12.00729454,98.03480116,98.03480116,98.03480116,0,0,0
n1023,43.1907,-89.5496,-17.08447566,-23.94061183,-18.7752967,0,0,0,0,797.1712263,-16.10180103,-24.08876292,-18.8182961,-16.65921715,-16.22759686,-11.67887048,97.17122631,97.17122631,97.17122631,0,0,0
n1024,43.1856,-89.4054,-15.70845965,-22.98162719,-18.1689519,0,0,0,0,798.0080809,-14.85934916,-22.29310181,-17.4154815,-16.44759781,-16.97633172,-12.03357575,98.00808088,98.00808088,98.00808088,0,0,0
n1025,43.1903,-89.5699,-17.18386036,-23.96560918,-19.01533797,0,0,0,0,796.9924358,-16.22254971,-24.10384125,-18.83007566,-16.68604026,-16.186431,-11.61469464,96.99243575,96.99243575,96.99243575,0,0,0
n1026,43.1832,-89.425,-15.99410381,-23.0601662,-18.11988598,0,0,0,0,798.0272483,-15.32372322,-22.77376363,-17.79098633,-16.23681214,-16.94613031,-12.01476868,98.02724831,98.02724831,98.02724831,0,0,0
n1027,43.1862,-89.4167,-15.77044346,-22.96595283,-18.1214131,0,0,0,0,797.988253,-15.09965391,-22.55903774,-17.62323719,-16.34860828,-17.00429731,-12.05384267,97.98825304,97.98825304,97.98825304,0,0,0
n1028,43.1774,-89.3315,-15.86082929,-23.87668387,-19.03561673,0,0,0,0,797.9460111,-13.91544392,-20.67602803,-16.15218373,-16.63724138,-16.91139067,-12.09608457,97.94601113,97.94601113,97.94601113,0,0,0
n1029,43.1899,-89.5818,-17.19420337,-23.9759522,-19.10530677,0,0,0,0,796.8840784,-16.10979308,-23.93631159,-18.68914278,-16.72208084,-16.22002519,-11.66919491,96.88407838,96.88407838,96.88407838,0,0,0
n1030,43.1856,-89.4871,-16.98680758,-23.55610333,-18.40565163,0,0,0,0,797.720938,-16.11468017,-23.94357264,-18.67233085,-16.1000734,-16.44414361,-11.89363956,97.72093797,97.72093797,97.72093797,0,0,0
n1031,43.1771,-89.3399,-15.65738498,-23.77952026,-18.98641268,0,0,0,0,797.9960678,-14.04621333,-20.87032043,-16.30396972,-16.6129616,-16.80288704,-12.04585587,97.9960678,97.9960678,97.9960678,0,0,0
n1032,43.1798,-89.4086,-15.85982592,-23.1833011,-18.37134056,0,0,0,0,798.1090256,-15.00124464,-22.39013613,-17.4464547,-16.35428665,-16.88655527,-11.93226818,98.10902557,98.10902557,98.10902557,0,0,0
n1033,43.179,-89.3886,-15.81350285,-23.10965445,-18.33970115,0,0,0,0,798.1184936,-14.63469756,-21.94884416,-17.14653897,-16.49724315,-16.81702879,-11.9235233,98.11849364,98.11849364,98.11849364,0,0,0
n1034,43.1746,-89.2833,-15.34952298,-23.44935346,-18.65380313,0,0,0,0,797.644859,-13.18372603,-19.58886841,-15.30286791,-16.95341943,-16.96128906,-12.37913169,97.64485896,97.64485896,97.64485896,0,0,0
n1035,43.1861,-89.5457,-17.24849702,-24.04191623,-18.87554774,0,0,0,0,797.2650997,-16.25927688,-24.15840913,-18.87270543,-16.57100094,-16.16447382,-11.6159176,97.26509967,97.26509967,97.26509967,0,0,0
n1036,43.1866,-89.5423,-17.26399631,-23.97861229,-18.79165611,0,0,0,0,797.2883094,-16.21100182,-24.08668383,-18.81667186,-16.54035378,-16.17965781,-11.62928235,97.28830944,97.28830944,97.28830944,0,0,0
n1037,43.1829,-89.4806,-16.91262762,-23.73704601,-18.48169985,0,0,0,0,797.8029198,-16.11308613,-23.98889749,-18.76429699,-16.00357064,-16.45568064,-11.90210846,97.80291977,97.80291977,97.80291977,0,0,0
n1038,43.1835,-89.4822,-16.8735528,-23.69357937,-18.43818063,0,0,0,0,797.7838561,-16.15660534,-23.97811229,-18.75353305,-16.02678089,-16.45274465,-11.89976551,97.78385607,97.78385607,97.78385607,0,0,0
n1039,43.179,-89.4169,-15.93750317,-23.14573282,-18.36030252,0,0,0,0,798.1146861,-15.20376552,-22.59198396,-17.64897559,-16.25896537,-16.87700052,-11.92740961,98.11468609,98.11468609,98.11468609,0,0,0
n1040,43.1873,-89.5657,-17.26337773,-23.98476157,-18.99095007,0,0,0,0,797.0682698,-16.31124997,-24.23562884,-18.91538093,-16.61028308,-16.13483332,-11.55056635,97.06826977,97.06826977,97.06826977,0,0,0
n1041,43.1823,-89.4984,-17.1109982,-23.77636881,-18.59976235,0,0,0,0,797.6956706,-16.20967198,-24.23697574,-18.9340836,-16.11293694,-16.31042628,-11.75993783,97.69567061,97.69567061,97.69567061,0,0,0
n1042,43.1807,-89.4864,-17.01120502,-23.63070713,-18.48025542,0,0,0,0,797.800786,-16.01895312,-24.10286886,-18.82931601,-16.01634798,-16.37933013,-11.83209204,97.80078604,97.80078604,97.80078604,0,0,0
n1043,43.1853,-89.5633,-17.27778813,-24.03241119,-18.90279533,0,0,0,0,797.1150825,-16.36555088,-24.31630715,-18.99605924,-16.56326722,-16.1133969,-11.52910505,97.11508254,97.11508254,97.11508254,0,0,0
n1044,43.1856,-89.5794,-17.34820304,-24.07114427,-19.25930644,0,0,0,0,796.9574572,-16.15148099,-24.08080844,-18.77912828,-16.67131174,-16.13789203,-11.58706176,96.95745719,96.95745719,96.95745719,0,0,0
n1045,43.1756,-89.3847,-15.83846959,-23.18486293,-18.19265947,0,0,0,0,798.1732142,-14.70784924,-21.90290622,-17.11065112,-16.44252258,-16.8238042,-11.86888149,98.17321421,98.17321421,98.17321421,0,0,0
n1046,43.1759,-89.3778,-15.96536873,-23.07719369,-18.25016354,0,0,0,0,798.1554384,-14.63314612,-21.74236366,-16.98523133,-16.46029842,-16.84158004,-11.86058291,98.15543837,98.15543837,98.15543837,0,0,0
n1047,43.1721,-89.3301,-15.68178378,-24.05572938,-18.85657121,0,0,0,0,798.021514,-13.93111027,-20.69930452,-16.12785252,-16.54910505,-16.95720012,-12.02058172,98.02151399,98.02151399,98.02151399,0,0,0
n1048,43.183,-89.5448,-17.34955825,-24.08963618,-18.84850186,0,0,0,0,797.3129457,-16.29197533,-24.20699129,-18.88674338,-16.5149407,-16.11258283,-11.56246045,97.31294566,97.31294566,97.31294566,0,0,0
n1049,43.176,-89.3985,-15.80109476,-23.14770272,-18.46442694,0,0,0,0,798.1783095,-14.87687107,-22.20816185,-17.34912432,-16.36247212,-16.81373955,-11.86378617,98.17830953,98.17830953,98.17830953,0,0,0
n1050,43.1713,-89.3276,-15.74783162,-23.98968154,-18.92261906,0,0,0,0,798.0187473,-13.89731143,-20.64908744,-16.13113708,-16.56225895,-16.9219746,-12.0156567,98.0187473,98.0187473,98.0187473,0,0,0
n1051,43.1827,-89.548,-17.35256372,-24.16767602,-18.86477326,0,0,0,0,797.2880715,-16.22919888,-24.27539637,-18.95514846,-16.51618513,-16.09990283,-11.54967194,97.28807154,97.28807154,97.28807154,0,0,0
n1052,43.1787,-89.473,-16.9382592,-23.51127518,-18.36082348,0,0,0,0,797.9137544,-16.12630041,-23.94293691,-18.71835767,-15.92714947,-16.47336622,-11.89170759,97.91375437,97.91375437,97.91375437,0,0,0
n1053,43.183,-89.5744,-17.33182896,-24.04143854,-19.11077701,0,0,0,0,797.036329,-16.30002363,-24.21894916,-18.92000079,-16.592089,-16.12531199,-11.51422964,97.03632904,97.03632904,97.03632904,0,0,0
n1054,43.1819,-89.5544,-17.3651586,-24.16504039,-18.92823521,0,0,0,0,797.239577,-16.32502477,-24.40028615,-19.08003824,-16.4916676,-16.07924891,-11.53383716,97.23957699,97.23957699,97.23957699,0,0,0
n1055,43.1809,-89.5357,-17.50417112,-24.17799841,-19.01520057,0,0,0,0,797.4201983,-16.29967849,-24.27291061,-18.93624106,-16.41255409,-16.09197434,-11.54301723,97.42019833,97.42019833,97.42019833,0,0,0
n1056,43.1804,-89.4785,-17.00987879,-23.65577647,-18.40802913,0,0,0,0,797.8546788,-16.16886777,-24.03783265,-18.80944079,-15.97194462,-16.44863789,-11.88201793,97.85467885,97.85467885,97.85467885,0,0,0
n1057,43.1806,-89.5053,-17.28361118,-23.78357449,-18.71880596,0,0,0,0,797.6705948,-16.12913956,-24.40919495,-19.06862547,-16.14754408,-16.23647573,-11.68601739,97.67059484,97.67059484,97.67059484,0,0,0
n1058,43.1804,-89.4911,-17.03861917,-23.73978099,-18.58932929,0,0,0,0,797.7743486,-16.13307736,-24.09374186,-18.82218576,-16.03879886,-16.34009526,-11.78958322,97.77434864,97.77434864,97.77434864,0,0,0
n1059,43.1754,-89.4305,-16.17450113,-23.35111115,-18.3748816,0,0,0,0,798.1502409,-15.48038643,-22.93137952,-17.96863572,-16.08788305,-16.7987261,-11.89185484,98.15024086,98.15024086,98.15024086,0,0,0
n1060,43.1794,-89.5363,-17.54169543,-24.22137189,-19.06561272,0,0,0,0,797.4344886,-16.35009064,-24.31963896,-18.98665321,-16.42170462,-16.06587619,-11.51541443,97.43448861,97.43448861,97.43448861,0,0,0
n1061,43.1789,-89.5003,-17.23278862,-23.79815586,-18.64770416,0,0,0,0,797.7321198,-16.16173017,-24.32166032,-19.00024127,-16.08389103,-16.24709135,-11.69661975,97.73211983,97.73211983,97.73211983,0,0,0
n1062,43.1806,-89.5425,-17.44668428,-24.17540692,-18.94027334,0,0,0,0,797.3641352,-16.31605083,-24.24276179,-18.89138068,-16.48855229,-16.07381992,-11.52352898,97.3641352,97.3641352,97.3641352,0,0,0
n1063,43.1762,-89.4795,-17.01207669,-23.63017234,-18.51270909,0,0,0,0,797.9139308,-16.20203363,-24.10635134,-18.8812947,-15.91006846,-16.38026531,-11.80665568,97.91393084,97.91393084,97.91393084,0,0,0
n1064,43.1752,-89.4073,-16.01562522,-23.32562445,-18.50854351,0,0,0,0,798.1911054,-15.00164416,-22.41326173,-17.48918048,-16.30417357,-16.80591305,-11.85099034,98.19110536,98.19110536,98.19110536,0,0,0
n1065,43.1696,-89.3319,-15.629499,-23.96206032,-18.95024028,0,0,0,0,798.0714708,-13.97518112,-20.76478338,-16.22152159,-16.49914821,-16.90724329,-11.97062488,98.07147082,98.07147082,98.07147082,0,0,0
n1066,43.182,-89.5693,-17.45957248,-24.09523579,-18.99338058,0,0,0,0,797.0974562,-16.29519695,-24.33634535,-19.01609744,-16.66021887,-16.07989045,-11.49559859,97.0974562,97.0974562,97.0974562,0,0,0
n1067,43.1786,-89.5089,-17.39308719,-23.87246714,-18.60932996,0,0,0,0,797.6719361,-16.21803221,-24.51867095,-19.16724574,-16.15409929,-16.18204994,-11.6316703,97.67193606,97.67193606,97.67193606,0,0,0
n1068,43.1795,-89.5498,-17.45370888,-24.16996595,-18.93436558,0,0,0,0,797.311704,-16.34393272,-24.37031034,-19.05006243,-16.53534192,-16.03871145,-11.48915322,97.31170402,97.31170402,97.31170402,0,0,0
n1069,43.1734,-89.4285,-16.25661418,-23.3553958,-18.29276855,0,0,0,0,798.1900639,-15.46530857,-22.91413576,-17.92061975,-16.08268416,-16.76755158,-11.85193908,98.19006387,98.19006387,98.19006387,0,0,0
n1070,43.1786,-89.5197,-17.63820379,-24.10372703,-18.84496847,0,0,0,0,797.5860627,-16.38758526,-24.51171015,-19.15894627,-16.2573908,-16.11818875,-11.56772372,97.58606269,97.58606269,97.58606269,0,0,0
n1071,43.175,-89.4521,-16.42694844,-23.54115874,-18.30623654,0,0,0,0,798.0804519,-15.87730973,-23.44276263,-18.42935049,-15.92163925,-16.64395489,-11.89907429,98.08045189,98.08045189,98.08045189,0,0,0
n1072,43.1787,-89.5234,-17.6139071,-24.19329153,-18.93015435,0,-0.080304562,-0.080304562,-0.080304562,797.554156,-16.44038021,-24.42748582,-19.07629889,-16.29061798,-16.10148473,-11.55099892,97.55415605,97.55415605,97.55415605,-0.080304562,-0.080304562,-0.080304562
n1073,43.1729,-89.4,-15.87747236,-23.22809989,-18.57347569,0,0,0,0,798.2334241,-14.95726824,-22.2808002,-17.37971506,-16.31481541,-16.75881896,-11.80562684,98.23342411,98.23342411,98.23342411,0,0,0
n1074,43.1803,-89.5264,-17.52399999,-24.22015365,-19.01568534,0,0,0,0,797.5075269,-16.3504731,-24.34010843,-19.01465339,-16.33780051,-16.11486007,-11.56439505,97.50752691,97.50752691,97.50752691,0,0,0
n1075,43.1747,-89.4797,-16.96297561,-23.68016543,-18.50423524,0,0,0,0,797.9358334,-16.25202672,-24.09656056,-18.86429006,-15.88844527,-16.36165133,-11.77999269,97.93583339,97.93583339,97.93583339,0,0,0
n1076,43.1722,-89.4046,-15.9907603,-23.34178183,-18.61388152,0,0,0,0,798.2453402,-15.07095019,-22.39283689,-17.493397,-16.30362274,-16.75167821,-11.79675551,98.2453402,98.2453402,98.2453402,0,0,0
n1077,43.1778,-89.5362,-17.59107042,-24.26960093,-19.11874347,0,0,0,0,797.4560449,-16.40322139,-24.3722766,-19.03978396,-16.39336822,-16.03753979,-11.48802991,97.45604486,97.45604486,97.45604486,0,0,0
n1078,43.1754,-89.4859,-17.02371725,-23.64305741,-18.49248725,0,0,0,0,797.8847882,-16.10025297,-24.13147803,-18.90139809,-15.92881333,-16.31848492,-11.76776541,97.8847882,97.8847882,97.8847882,0,0,0
n1079,43.1791,-89.5579,-17.40728447,-24.04103097,-18.80543061,0,0,0,0,797.2409083,-16.45070242,-24.52250815,-19.20226024,-16.55051515,-16.03772639,-11.49311149,97.24090832,97.24090832,97.24090832,0,0,0
n1080,43.1713,-89.4082,-16.08282913,-23.40167209,-18.58459115,0,0,0,0,798.259474,-15.13283543,-22.48478372,-17.56522812,-16.25451937,-16.73608573,-11.782041,98.25947396,98.25947396,98.25947396,0,0,0
n1081,43.1754,-89.4925,-17.05065267,-23.79179925,-18.64134754,0,0,0,0,797.8395045,-16.20251522,-24.14408413,-18.86151438,-15.96907605,-16.25797582,-11.7103437,97.83950448,97.83950448,97.83950448,0,0,0
n1082,43.1775,-89.5516,-17.51612213,-24.12956232,-18.89396884,0,0,0,0,797.3195612,-16.42242956,-24.44966724,-19.11550943,-16.49791787,-16.00365681,-11.44801984,97.3195612,97.3195612,97.3195612,0,0,0
n1083,43.1738,-89.4558,-16.51419106,-23.61720456,-18.31092674,0,0,0,0,798.0833384,-15.95055434,-23.53299405,-18.51436659,-15.88440921,-16.59504451,-11.88644367,98.08333839,98.08333839,98.08333839,0,0,0
n1084,43.1757,-89.5293,-17.68870987,-24.32161276,-19.05429542,0,-0.093816723,-0.093816723,0,797.5438119,-16.45858257,-24.45453022,-19.1040425,-16.31016775,-16.02580431,-11.4753208,97.54381187,97.54381187,97.54381187,-0.093816723,0,-0.093816723
n1085,43.1745,-89.4594,-16.60432398,-23.65406054,-18.30816606,0,0,0,0,798.0543478,-15.94655185,-23.62013818,-18.50972085,-15.88289717,-16.56842079,-11.86090832,98.05434775,98.05434775,98.05434775,0,0,0
n1086,43.1741,-89.4483,-16.33546809,-23.46057356,-18.20958189,0,0,0,0,798.1117656,-15.84920948,-23.35128228,-18.39673411,-15.92913933,-16.6624982,-11.88247686,98.11176558,98.11176558,98.11176558,0,0,0
n1087,43.1714,-89.3937,-15.7979551,-23.12247632,-18.4304364,0,0,0,0,798.2573183,-14.86048387,-22.15465693,-17.30732496,-16.35841845,-16.71960418,-11.78378555,98.25731833,98.25731833,98.25731833,0,0,0
n1088,43.1755,-89.5341,-17.68158348,-24.36126241,-19.09554817,0,0,0,0,797.5042287,-16.34227533,-24.45572057,-19.10497243,-16.3605905,-16.00503152,-11.4545782,97.50422869,97.50422869,97.50422869,0,0,0
n1089,43.1753,-89.5237,-17.6815673,-24.18768304,-18.91817609,0,-0.09220746,-0.09220746,-0.09220746,797.5972343,-16.45465677,-24.44869741,-19.09948577,-16.24579843,-16.04421501,-11.49374999,97.59723428,97.59723428,97.59723428,-0.09220746,-0.09220746,-0.09220746
n1090,43.1705,-89.4301,-16.32376908,-23.459091,-18.39449924,0,0,0,0,798.236109,-15.53474699,-22.98167241,-18.02431496,-16.03176622,-16.71643303,-11.80598674,98.23610896,98.23610896,98.23610896,0,0,0
n1091,43.1696,-89.3995,-15.92602484,-23.19124116,-18.46334085,0,0,0,0,798.2917326,-15.0129805,-22.30670765,-17.42611072,-16.32400415,-16.70014431,-11.74982535,98.29173263,98.29173263,98.29173263,0,0,0
n1092,43.1751,-89.5156,-17.48550485,-24.00500868,-18.73586913,0,0,0,0,797.6674854,-16.31912534,-24.64475986,-19.26458173,-16.17607588,-16.08570286,-11.53523784,97.66748538,97.66748538,97.66748538,0,0,0
n1093,43.1697,-89.388,-15.94694148,-22.97348994,-18.28145002,0,0,0,0,798.2815955,-14.83371378,-22.04035973,-17.21803318,-16.33414131,-16.71542293,-11.76050022,98.28159548,98.28159548,98.28159548,0,0,0
n1094,43.1779,-89.5684,-17.32183474,-24.03400558,-18.90275455,0,0,0,0,797.1538794,-16.42197806,-24.4418523,-19.10672372,-16.60204691,-16.00643032,-11.49492025,97.15387936,97.15387936,97.15387936,0,0,0
n1095,43.1722,-89.4655,-16.73457525,-23.7584987,-18.46460749,0,0,0,0,798.0594548,-16.00282071,-23.74316476,-18.51858552,-15.83040997,-16.48025221,-11.80346405,98.05945484,98.05945484,98.05945484,0,0,0
n1096,43.1685,-89.4054,-16.07335845,-23.33857477,-18.53194345,0,0,0,0,798.3104815,-15.05059925,-22.45362052,-17.47795893,-16.25682008,-16.68653689,-11.73158549,98.31048152,98.31048152,98.31048152,0,0,0
n1097,43.1753,-89.5575,-17.53370998,-23.97954226,-18.74406851,0,0,0,0,797.289978,-16.45004347,-24.60291821,-19.26540975,-16.48308821,-15.97134818,-11.42571087,97.28997799,97.28997799,97.28997799,0,0,0
n1098,43.1755,-89.5452,-17.59853845,-24.27227523,-19.03667486,0,0,0,0,797.4036072,-16.42172345,-24.41367546,-19.07212576,-16.44298315,-15.98044074,-11.43012823,97.40360724,97.40360724,97.40360724,0,0,0
n1099,43.1755,-89.5627,-17.48105553,-23.94839583,-18.75264376,0,0,0,0,797.237299,-16.45861872,-24.57708241,-19.2568345,-16.51712915,-15.95101807,-11.43859506,97.237299,97.237299,97.237299,0,0,0
n1100,43.1748,-89.5388,-17.63281086,-24.36022379,-19.12151825,0,0,0,0,797.470947,-16.373115,-24.45360684,-19.10332114,-16.37537937,-15.97981353,-11.42867973,97.47094697,97.47094697,97.47094697,0,0,0
n1101,43.174,-89.4706,-16.84101565,-23.6540231,-18.52719234,0,0,0,0,798.0019816,-16.07122968,-23.87901549,-18.65443625,-15.83841942,-16.44806205,-11.8695544,98.00198158,98.00198158,98.00198158,0,0,0
n1102,43.1705,-89.451,-16.37927429,-23.59669067,-18.34569899,0,0,0,0,798.1600587,-15.9811232,-23.4459218,-18.35477888,-15.85654354,-16.5910426,-11.8182269,98.16005874,98.16005874,98.16005874,0,0,0
n1103,43.1687,-89.4174,-16.23959797,-23.26537634,-18.60328899,0,0,0,0,798.2949671,-15.30784355,-22.72346552,-17.76836265,-16.13275819,-16.70134404,-11.74712863,98.29496708,98.29496708,98.29496708,0,0,0
n1104,43.1727,-89.4875,-17.12128848,-23.73512433,-18.58467263,0,0,0,0,797.9145573,-16.05200595,-24.0339068,-18.80932756,-15.89487109,-16.26963826,-11.71868669,97.91455731,97.91455731,97.91455731,0,0,0
n1105,43.1745,-89.5705,-17.44553347,-23.91030685,-18.83277573,0,0,0,0,797.1717625,-16.54567679,-24.50681421,-19.20513406,-16.6193089,-15.9667369,-11.4289476,97.17176251,97.17176251,97.17176251,0,0,0
n1106,43.1728,-89.5068,-17.4071849,-23.94451531,-18.64977024,0,0,0,0,797.7700457,-16.37687877,-24.45772624,-19.10653931,-16.06692647,-16.11056621,-11.56010119,97.77004571,97.77004571,97.77004571,0,0,0
n1107,43.1671,-89.4398,-16.53006974,-23.62421368,-18.46942069,0,0,0,0,798.2631587,-15.79102164,-23.2392535,-18.23500621,-15.89931492,-16.62245087,-11.77893701,98.26315869,98.26315869,98.26315869,0,0,0
n1108,43.1679,-89.4294,-16.41166403,-23.37119606,-18.43649197,0,0,0,0,798.2829774,-15.56861128,-23.00016139,-18.05895959,-16.01319104,-16.66955572,-11.75911835,98.28297736,98.28297736,98.28297736,0,0,0
n1109,43.1664,-89.4008,-16.03673779,-23.30195411,-18.40064523,0,0,0,0,798.3484834,-15.05445481,-22.36832867,-17.47425057,-16.26725335,-16.64433771,-11.69361227,98.34848343,98.34848343,98.34848343,0,0,0
n1110,43.1675,-89.4467,-16.52324154,-23.6154568,-18.35157954,0,0,0,0,798.2288655,-15.94692734,-23.39355013,-18.4024748,-15.84362466,-16.5813131,-11.79987246,98.22886554,98.22886554,98.22886554,0,0,0
n1111,43.1738,-89.5514,-17.63611017,-24.13518691,-18.89646319,0,0,0,0,797.3661212,-16.46787118,-24.4683309,-19.11482393,-16.43240706,-15.93814601,-11.38621836,97.36612121,97.36612121,97.36612121,0,0,0
n1112,43.1648,-89.3931,-15.84302203,-23.17756399,-18.48552407,0,0,0,0,798.3734077,-14.86073906,-22.21782025,-17.3566697,-16.24232907,-16.62361069,-11.66676273,98.37340772,98.37340772,98.37340772,0,0,0
n1113,43.1729,-89.5126,-17.53794459,-24.06885906,-18.79012485,0,0,0,0,797.722117,-16.42204837,-24.57829598,-19.20073136,-16.1211836,-16.07111135,-11.52064089,97.722117,97.722117,97.722117,0,0,0
n1114,43.1682,-89.4643,-16.60093294,-23.89432676,-18.50506289,0,0,0,0,798.1299688,-16.13558851,-23.77661957,-18.51453694,-15.76170238,-16.44770182,-11.73864516,98.12996876,98.12996876,98.12996876,0,0,0
n1115,43.1664,-89.4342,-16.43095528,-23.49754078,-18.56283669,0,0,0,0,798.2944937,-15.69200796,-23.1264487,-18.09784838,-15.94772651,-16.64764561,-11.74672513,98.29449372,98.29449372,98.29449372,0,0,0
