#1. Env. stakeholder reference,2. Node,3. Time,4. Impact,5. Bid (USD/impact unit),6. Capacity
V3024,N55021,T0,CO2,0.0,Inf
V3025,N55023,T0,CO2,0.0,Inf
V3026,N55025,T0,CO2,0.0,Inf
V3027,N55027,T0,CO2,0.0,Inf
V3028,N55029,T0,CO2,0.0,Inf
V3029,N55031,T0,CO2,0.0,Inf
V3030,N55033,T0,CO2,0.0,Inf
V3031,N55035,T0,CO2,0.0,Inf
V3032,N55037,T0,CO2,0.0,Inf
V3033,N55039,T0,CO2,0.0,Inf
V3034,N55041,T0,CO2,0.0,Inf
V3035,N55043,T0,CO2,0.0,Inf
V3036,N55045,T0,CO2,0.0,Inf
V3037,N55047,T0,CO2,0.0,Inf
V3038,N55049,T0,CO2,0.0,Inf
V3039,N55051,T0,CO2,0.0,Inf
V3040,N55053,T0,CO2,0.0,Inf
V3041,N55055,T0,CO2,0.0,Inf
V3042,N55057,T0,CO2,0.0,Inf
V3043,N55059,T0,CO2,0.0,Inf
V3044,N55061,T0,CO2,0.0,Inf
V3045,N55063,T0,CO2,0.0,Inf
V3046,N55065,T0,CO2,0.0,Inf
V3047,N55067,T0,CO2,0.0,Inf
V3048,N55069,T0,CO2,0.0,Inf
V3049,N55071,T0,CO2,0.0,Inf
V3050,N55073,T0,CO2,0.0,Inf
V3051,N55075,T0,CO2,0.0,Inf
V3052,N55077,T0,CO2,0.0,Inf
V3053,N55078,T0,CO2,0.0,Inf
V3054,N55079,T0,CO2,0.0,Inf
V3055,N55081,T0,CO2,0.0,Inf
V3056,N55083,T0,CO2,0.0,Inf
V3057,N55085,T0,CO2,0.0,Inf
V3058,N55087,T0,CO2,0.0,Inf
V3059,N55089,T0,CO2,0.0,Inf
V3060,N55091,T0,CO2,0.0,Inf
V3061,N55093,T0,CO2,0.0,Inf
V3062,N55095,T0,CO2,0.0,Inf
V3063,N55097,T0,CO2,0.0,Inf
V3064,N55099,T0,CO2,0.0,Inf
V3065,N55101,T0,CO2,0.0,Inf
V3066,N55103,T0,CO2,0.0,Inf
V3067,N55105,T0,CO2,0.0,Inf
V3068,N55107,T0,CO2,0.0,Inf
V3069,N55109,T0,CO2,0.0,Inf
V3070,N55111,T0,CO2,0.0,Inf
V3071,N55113,T0,CO2,0.0,Inf
V3072,N55115,T0,CO2,0.0,Inf
V3073,N55117,T0,CO2,0.0,Inf
V3074,N55119,T0,CO2,0.0,Inf
V3075,N55121,T0,CO2,0.0,Inf
V3076,N55123,T0,CO2,0.0,Inf
V3077,N55125,T0,CO2,0.0,Inf
V3078,N55127,T0,CO2,0.0,Inf
V3079,N55129,T0,CO2,0.0,Inf
V3080,N55131,T0,CO2,0.0,Inf
V3081,N55133,T0,CO2,0.0,Inf
V3082,N55135,T0,CO2,0.0,Inf
V3083,N55137,T0,CO2,0.0,Inf
V3084,N55139,T0,CO2,0.0,Inf
V3085,N55141,T0,CO2,0.0,Inf
V3086,N56001,T0,CO2,0.0,Inf
V3087,N56003,T0,CO2,0.0,Inf
V3088,N56005,T0,CO2,0.0,Inf
V3089,N56007,T0,CO2,0.0,Inf
V3090,N56009,T0,CO2,0.0,Inf
V3091,N56011,T0,CO2,0.0,Inf
V3092,N56013,T0,CO2,0.0,Inf
V3093,N56015,T0,CO2,0.0,Inf
V3094,N56017,T0,CO2,0.0,Inf
V3095,N56019,T0,CO2,0.0,Inf
V3096,N56021,T0,CO2,0.0,Inf
V3097,N56023,T0,CO2,0.0,Inf
V3098,N56025,T0,CO2,0.0,Inf
V3099,N56027,T0,CO2,0.0,Inf
V3100,N56029,T0,CO2,0.0,Inf
V3101,N56031,T0,CO2,0.0,Inf
V3102,N56033,T0,CO2,0.0,Inf
V3103,N56035,T0,CO2,0.0,Inf
V3104,N56037,T0,CO2,0.0,Inf
V3105,N56039,T0,CO2,0.0,Inf
V3106,N56041,T0,CO2,0.0,Inf
V3107,N56043,T0,CO2,0.0,Inf
V3108,N56045,T0,CO2,0.0,Inf
