Point,Delivery_date,Delivery_hour,Delivery_interval,Hou_price
N,2/27/20,18.0,1.0,11.91
N,2/27/20,18.0,2.0,12.53
N,2/27/20,18.0,3.0,12.61
N,2/27/20,18.0,4.0,12.65
N,2/27/20,19.0,1.0,13.9
N,2/27/20,19.0,2.0,16.69
N,2/27/20,19.0,3.0,17.22
N,2/27/20,19.0,4.0,16.72
N,2/27/20,20.0,1.0,14.88
N,2/27/20,20.0,2.0,15.44
N,2/27/20,20.0,3.0,14.78
N,2/27/20,20.0,4.0,14.88
N,2/27/20,21.0,1.0,14.6
N,2/27/20,21.0,2.0,13.88
N,2/27/20,21.0,3.0,13.47
N,2/27/20,21.0,4.0,13.15
N,2/27/20,22.0,1.0,12.53
N,2/27/20,22.0,2.0,12.76
N,2/27/20,22.0,3.0,11.8
N,2/27/20,22.0,4.0,10.97
N,2/27/20,23.0,1.0,10.65
N,2/27/20,23.0,2.0,11.17
N,2/27/20,23.0,3.0,11.66
N,2/27/20,23.0,4.0,11.04
N,2/27/20,24.0,1.0,10.86
N,2/27/20,24.0,2.0,10.58
N,2/27/20,24.0,3.0,10.18
N,2/27/20,24.0,4.0,10.33
N,2/28/20,1.0,1.0,11.06
N,2/28/20,1.0,2.0,11.56
N,2/28/20,1.0,3.0,11.54
N,2/28/20,1.0,4.0,13.07
N,2/28/20,2.0,1.0,13.26
N,2/28/20,2.0,2.0,12.95
N,2/28/20,2.0,3.0,13.48
N,2/28/20,2.0,4.0,14.11
N,2/28/20,3.0,1.0,14.26
N,2/28/20,3.0,2.0,14.56
N,2/28/20,3.0,3.0,14.77
N,2/28/20,3.0,4.0,15.1
N,2/28/20,4.0,1.0,14.49
N,2/28/20,4.0,2.0,14.14
N,2/28/20,4.0,3.0,13.8
N,2/28/20,4.0,4.0,14.08
N,2/28/20,5.0,1.0,15.24
N,2/28/20,5.0,2.0,15.56
N,2/28/20,5.0,3.0,15.46
N,2/28/20,5.0,4.0,15.53
N,2/28/20,6.0,1.0,15.61
N,2/28/20,6.0,2.0,16.17
N,2/28/20,6.0,3.0,17.25
N,2/28/20,6.0,4.0,19.22
N,2/28/20,7.0,1.0,21.85
N,2/28/20,7.0,2.0,29.79
N,2/28/20,7.0,3.0,25.17
N,2/28/20,7.0,4.0,28.54
N,2/28/20,8.0,1.0,34.79
N,2/28/20,8.0,2.0,24.56
N,2/28/20,8.0,3.0,21.92
N,2/28/20,8.0,4.0,19.45
N,2/28/20,9.0,1.0,19.73
N,2/28/20,9.0,2.0,18.9
N,2/28/20,9.0,3.0,18.6
N,2/28/20,9.0,4.0,21.54
N,2/28/20,10.0,1.0,19.06
N,2/28/20,10.0,2.0,18.57
N,2/28/20,10.0,3.0,17.88
N,2/28/20,10.0,4.0,16.36
N,2/28/20,11.0,1.0,16.93
N,2/28/20,11.0,2.0,16.76
N,2/28/20,11.0,3.0,15.67
N,2/28/20,11.0,4.0,15.14
N,2/28/20,12.0,1.0,15.17
N,2/28/20,12.0,2.0,15.14
N,2/28/20,12.0,3.0,15.18
N,2/28/20,12.0,4.0,14.99
N,2/28/20,13.0,1.0,15.24
N,2/28/20,13.0,2.0,15.6
N,2/28/20,13.0,3.0,16.15
N,2/28/20,13.0,4.0,16.41
N,2/28/20,14.0,1.0,16.67
N,2/28/20,14.0,2.0,17.32
N,2/28/20,14.0,3.0,16.88
N,2/28/20,14.0,4.0,16.8
N,2/28/20,15.0,1.0,16.78
N,2/28/20,15.0,2.0,16.52
N,2/28/20,15.0,3.0,16.37
N,2/28/20,15.0,4.0,16.26
N,2/28/20,16.0,1.0,16.01
N,2/28/20,16.0,2.0,16.44
N,2/28/20,16.0,3.0,16.6
N,2/28/20,16.0,4.0,17.31
N,2/28/20,17.0,1.0,17.43
N,2/28/20,17.0,2.0,17.46
N,2/28/20,17.0,3.0,16.56
N,2/28/20,17.0,4.0,18.54
N,2/28/20,18.0,1.0,16.74
N,2/28/20,18.0,2.0,17.02
N,2/28/20,18.0,3.0,17.68
N,2/28/20,18.0,4.0,17.67
N,2/28/20,19.0,1.0,17.4
N,2/28/20,19.0,2.0,17.51
N,2/28/20,19.0,3.0,16.86
N,2/28/20,19.0,4.0,16.01
N,2/28/20,20.0,1.0,15.47
N,2/28/20,20.0,2.0,15.51
N,2/28/20,20.0,3.0,15.08
N,2/28/20,20.0,4.0,13.82
N,2/28/20,21.0,1.0,13.42
N,2/28/20,21.0,2.0,13.03
N,2/28/20,21.0,3.0,12.41
N,2/28/20,21.0,4.0,12.43
N,2/28/20,22.0,1.0,12.22
N,2/28/20,22.0,2.0,12.86
N,2/28/20,22.0,3.0,12.92
N,2/28/20,22.0,4.0,13.66
N,2/28/20,23.0,1.0,14.07
N,2/28/20,23.0,2.0,14.24
N,2/28/20,23.0,3.0,14.37
N,2/28/20,23.0,4.0,13.94
N,2/28/20,24.0,1.0,14.02
N,2/28/20,24.0,2.0,14.04
N,2/28/20,24.0,3.0,14.04
N,2/28/20,24.0,4.0,13.67
N,2/29/20,1.0,1.0,13.73
N,2/29/20,1.0,2.0,13.9
N,2/29/20,1.0,3.0,13.02
N,2/29/20,1.0,4.0,11.55
N,2/29/20,2.0,1.0,12.39
N,2/29/20,2.0,2.0,11.97
N,2/29/20,2.0,3.0,11.45
N,2/29/20,2.0,4.0,12.03
N,2/29/20,3.0,1.0,12.99
N,2/29/20,3.0,2.0,13.11
N,2/29/20,3.0,3.0,13.23
N,2/29/20,3.0,4.0,12.58
N,2/29/20,4.0,1.0,11.43
N,2/29/20,4.0,2.0,11.35
N,2/29/20,4.0,3.0,12.28
N,2/29/20,4.0,4.0,12.2
N,2/29/20,5.0,1.0,11.14
N,2/29/20,5.0,2.0,12.04
N,2/29/20,5.0,3.0,11.71
N,2/29/20,5.0,4.0,11.38
N,2/29/20,6.0,1.0,12.41
N,2/29/20,6.0,2.0,12.79
N,2/29/20,6.0,3.0,13.22
N,2/29/20,6.0,4.0,12.16
N,2/29/20,7.0,1.0,11.9
N,2/29/20,7.0,2.0,10.87
N,2/29/20,7.0,3.0,11.55
N,2/29/20,7.0,4.0,11.44
N,2/29/20,8.0,1.0,13.0
N,2/29/20,8.0,2.0,13.03
N,2/29/20,8.0,3.0,13.96
N,2/29/20,8.0,4.0,12.54
N,2/29/20,9.0,1.0,13.54
N,2/29/20,9.0,2.0,14.06
N,2/29/20,9.0,3.0,14.78
N,2/29/20,9.0,4.0,16.05
N,2/29/20,10.0,1.0,16.09
N,2/29/20,10.0,2.0,15.33
N,2/29/20,10.0,3.0,13.09
N,2/29/20,10.0,4.0,12.0
N,2/29/20,11.0,1.0,10.67
N,2/29/20,11.0,2.0,8.92
N,2/29/20,11.0,3.0,5.52
N,2/29/20,11.0,4.0,3.0
N,2/29/20,12.0,1.0,1.77
N,2/29/20,12.0,2.0,1.13
N,2/29/20,12.0,3.0,0.27
N,2/29/20,12.0,4.0,-0.36
N,2/29/20,13.0,1.0,-1.21
N,2/29/20,13.0,2.0,-2.44
N,2/29/20,13.0,3.0,-5.66
N,2/29/20,13.0,4.0,-6.06
N,2/29/20,14.0,1.0,-8.72
N,2/29/20,14.0,2.0,-14.2
N,2/29/20,14.0,3.0,-12.64
N,2/29/20,14.0,4.0,-12.86
N,2/29/20,15.0,1.0,-10.96
N,2/29/20,15.0,2.0,-13.36
N,2/29/20,15.0,3.0,-13.62
N,2/29/20,15.0,4.0,-13.46
N,2/29/20,16.0,1.0,-13.07
N,2/29/20,16.0,2.0,-13.28
N,2/29/20,16.0,3.0,-14.47
N,2/29/20,16.0,4.0,-14.93
N,2/29/20,17.0,1.0,-14.49
N,2/29/20,17.0,2.0,-9.62
N,2/29/20,17.0,3.0,-5.84
N,2/29/20,17.0,4.0,-5.35
N,2/29/20,18.0,1.0,-5.98
N,2/29/20,18.0,2.0,-5.61
N,2/29/20,18.0,3.0,-4.72
N,2/29/20,18.0,4.0,-5.73
N,2/29/20,19.0,1.0,-4.96
N,2/29/20,19.0,2.0,-4.71
N,2/29/20,19.0,3.0,-0.51
N,2/29/20,19.0,4.0,-0.62
N,2/29/20,20.0,1.0,0.11
N,2/29/20,20.0,2.0,0.04
N,2/29/20,20.0,3.0,-0.15
N,2/29/20,20.0,4.0,-0.61
N,2/29/20,21.0,1.0,-0.78
N,2/29/20,21.0,2.0,-2.01
N,2/29/20,21.0,3.0,-4.67
N,2/29/20,21.0,4.0,-4.55
N,2/29/20,22.0,1.0,-5.7
N,2/29/20,22.0,2.0,-5.67
N,2/29/20,22.0,3.0,-5.54
N,2/29/20,22.0,4.0,-5.09
N,2/29/20,23.0,1.0,-3.86
N,2/29/20,23.0,2.0,-3.42
N,2/29/20,23.0,3.0,-5.64
N,2/29/20,23.0,4.0,-5.38
N,2/29/20,24.0,1.0,-5.06
N,2/29/20,24.0,2.0,-5.71
N,2/29/20,24.0,3.0,-3.66
N,2/29/20,24.0,4.0,-4.19
N,3/1/20,1.0,1.0,-5.69
N,3/1/20,1.0,2.0,-6.19
N,3/1/20,1.0,3.0,-6.51
N,3/1/20,1.0,4.0,-7.2
N,3/1/20,2.0,1.0,-6.68
N,3/1/20,2.0,2.0,-8.5
N,3/1/20,2.0,3.0,-9.21
N,3/1/20,2.0,4.0,-16.57
N,3/1/20,3.0,1.0,-12.61
N,3/1/20,3.0,2.0,-10.75
N,3/1/20,3.0,3.0,-9.17
N,3/1/20,3.0,4.0,-9.77
N,3/1/20,4.0,1.0,-7.96
N,3/1/20,4.0,2.0,-6.28
N,3/1/20,4.0,3.0,-6.43
N,3/1/20,4.0,4.0,-6.39
N,3/1/20,5.0,1.0,-6.05
N,3/1/20,5.0,2.0,-6.02
N,3/1/20,5.0,3.0,-6.14
N,3/1/20,5.0,4.0,-6.41
N,3/1/20,6.0,1.0,-6.41
N,3/1/20,6.0,2.0,-5.01
N,3/1/20,6.0,3.0,-9.34
N,3/1/20,6.0,4.0,-9.92
N,3/1/20,7.0,1.0,-8.85
N,3/1/20,7.0,2.0,-6.25
N,3/1/20,7.0,3.0,-6.22
N,3/1/20,7.0,4.0,-8.46
N,3/1/20,8.0,1.0,-9.63
N,3/1/20,8.0,2.0,-7.39
N,3/1/20,8.0,3.0,-8.37
N,3/1/20,8.0,4.0,-4.61
N,3/1/20,9.0,1.0,-4.8
N,3/1/20,9.0,2.0,0.0
N,3/1/20,9.0,3.0,1.78
N,3/1/20,9.0,4.0,10.25
N,3/1/20,10.0,1.0,10.11
N,3/1/20,10.0,2.0,11.89
N,3/1/20,10.0,3.0,14.78
N,3/1/20,10.0,4.0,13.61
N,3/1/20,11.0,1.0,14.72
N,3/1/20,11.0,2.0,14.47
N,3/1/20,11.0,3.0,14.93
N,3/1/20,11.0,4.0,14.03
N,3/1/20,12.0,1.0,14.34
N,3/1/20,12.0,2.0,14.22
N,3/1/20,12.0,3.0,15.14
N,3/1/20,12.0,4.0,14.54
N,3/1/20,13.0,1.0,14.59
N,3/1/20,13.0,2.0,14.66
N,3/1/20,13.0,3.0,12.68
N,3/1/20,13.0,4.0,12.12
N,3/1/20,14.0,1.0,12.18
N,3/1/20,14.0,2.0,12.45
N,3/1/20,14.0,3.0,12.06
N,3/1/20,14.0,4.0,11.57
N,3/1/20,15.0,1.0,11.69
N,3/1/20,15.0,2.0,9.87
N,3/1/20,15.0,3.0,8.78
N,3/1/20,15.0,4.0,8.95
N,3/1/20,16.0,1.0,9.33
N,3/1/20,16.0,2.0,9.7
N,3/1/20,16.0,3.0,9.81
N,3/1/20,16.0,4.0,9.71
N,3/1/20,17.0,1.0,9.94
N,3/1/20,17.0,2.0,10.13
N,3/1/20,17.0,3.0,10.2
N,3/1/20,17.0,4.0,10.28
N,3/1/20,18.0,1.0,13.66
N,3/1/20,18.0,2.0,15.21
N,3/1/20,18.0,3.0,16.12
N,3/1/20,18.0,4.0,17.19
N,3/1/20,19.0,1.0,16.02
N,3/1/20,19.0,2.0,15.46
N,3/1/20,19.0,3.0,16.15
N,3/1/20,19.0,4.0,14.31
N,3/1/20,20.0,1.0,14.33
N,3/1/20,20.0,2.0,15.82
N,3/1/20,20.0,3.0,14.1
N,3/1/20,20.0,4.0,9.9
N,3/1/20,21.0,1.0,9.14
N,3/1/20,21.0,2.0,7.42
N,3/1/20,21.0,3.0,8.55
N,3/1/20,21.0,4.0,8.91
N,3/1/20,22.0,1.0,5.28
N,3/1/20,22.0,2.0,5.17
N,3/1/20,22.0,3.0,6.07
N,3/1/20,22.0,4.0,7.3
N,3/1/20,23.0,1.0,12.76
N,3/1/20,23.0,2.0,16.02
N,3/1/20,23.0,3.0,15.58
N,3/1/20,23.0,4.0,16.63
N,3/1/20,24.0,1.0,14.91
N,3/1/20,24.0,2.0,12.8
N,3/1/20,24.0,3.0,11.71
N,3/1/20,24.0,4.0,13.27
N,3/2/20,1.0,1.0,12.72
N,3/2/20,1.0,2.0,13.54
N,3/2/20,1.0,3.0,13.27
N,3/2/20,1.0,4.0,11.42
N,3/2/20,2.0,1.0,13.82
N,3/2/20,2.0,2.0,14.38
N,3/2/20,2.0,3.0,14.02
N,3/2/20,2.0,4.0,12.5
N,3/2/20,3.0,1.0,12.99
N,3/2/20,3.0,2.0,12.92
N,3/2/20,3.0,3.0,12.76
N,3/2/20,3.0,4.0,13.34
N,3/2/20,4.0,1.0,14.79
N,3/2/20,4.0,2.0,14.82
N,3/2/20,4.0,3.0,14.84
N,3/2/20,4.0,4.0,14.91
N,3/2/20,5.0,1.0,16.23
N,3/2/20,5.0,2.0,16.84
N,3/2/20,5.0,3.0,15.72
N,3/2/20,5.0,4.0,15.8
N,3/2/20,6.0,1.0,16.37
N,3/2/20,6.0,2.0,16.7
N,3/2/20,6.0,3.0,16.06
N,3/2/20,6.0,4.0,14.92
N,3/2/20,7.0,1.0,16.15
N,3/2/20,7.0,2.0,17.58
N,3/2/20,7.0,3.0,15.63
N,3/2/20,7.0,4.0,13.36
N,3/2/20,8.0,1.0,11.75
N,3/2/20,8.0,2.0,11.62
N,3/2/20,8.0,3.0,12.48
N,3/2/20,8.0,4.0,11.05
N,3/2/20,9.0,1.0,14.06
N,3/2/20,9.0,2.0,16.34
N,3/2/20,9.0,3.0,16.29
N,3/2/20,9.0,4.0,15.45
N,3/2/20,10.0,1.0,18.33
N,3/2/20,10.0,2.0,15.59
N,3/2/20,10.0,3.0,16.37
N,3/2/20,10.0,4.0,22.69
N,3/2/20,11.0,1.0,43.02
N,3/2/20,11.0,2.0,56.92
N,3/2/20,11.0,3.0,25.84
N,3/2/20,11.0,4.0,62.12
N,3/2/20,12.0,1.0,84.28
N,3/2/20,12.0,2.0,27.93
N,3/2/20,12.0,3.0,28.88
N,3/2/20,12.0,4.0,323.34
N,3/2/20,13.0,1.0,25.16
N,3/2/20,13.0,2.0,22.05
N,3/2/20,13.0,3.0,26.55
N,3/2/20,13.0,4.0,23.12
N,3/2/20,14.0,1.0,47.12
N,3/2/20,14.0,2.0,126.25
N,3/2/20,14.0,3.0,81.52
N,3/2/20,14.0,4.0,51.02
N,3/2/20,15.0,1.0,44.14
N,3/2/20,15.0,2.0,37.62
N,3/2/20,15.0,3.0,28.36
N,3/2/20,15.0,4.0,23.49
N,3/2/20,16.0,1.0,20.63
N,3/2/20,16.0,2.0,22.15
N,3/2/20,16.0,3.0,20.94
N,3/2/20,16.0,4.0,19.6
N,3/2/20,17.0,1.0,19.18
N,3/2/20,17.0,2.0,19.52
N,3/2/20,17.0,3.0,19.63
N,3/2/20,17.0,4.0,19.14
N,3/2/20,18.0,1.0,18.72
N,3/2/20,18.0,2.0,17.41
N,3/2/20,18.0,3.0,16.75
N,3/2/20,18.0,4.0,16.74
N,3/2/20,19.0,1.0,18.09
N,3/2/20,19.0,2.0,20.14
N,3/2/20,19.0,3.0,20.8
N,3/2/20,19.0,4.0,21.25
N,3/2/20,20.0,1.0,20.13
N,3/2/20,20.0,2.0,20.02
N,3/2/20,20.0,3.0,17.41
N,3/2/20,20.0,4.0,16.15
N,3/2/20,21.0,1.0,17.41
N,3/2/20,21.0,2.0,16.22
N,3/2/20,21.0,3.0,14.09
N,3/2/20,21.0,4.0,12.53
N,3/2/20,22.0,1.0,12.08
N,3/2/20,22.0,2.0,12.9
N,3/2/20,22.0,3.0,11.29
N,3/2/20,22.0,4.0,10.13
N,3/2/20,23.0,1.0,10.74
N,3/2/20,23.0,2.0,10.33
N,3/2/20,23.0,3.0,10.6
N,3/2/20,23.0,4.0,9.66
N,3/2/20,24.0,1.0,10.63
N,3/2/20,24.0,2.0,10.58
N,3/2/20,24.0,3.0,9.62
N,3/2/20,24.0,4.0,7.59
N,3/3/20,1.0,1.0,6.95
N,3/3/20,1.0,2.0,7.86
N,3/3/20,1.0,3.0,7.51
N,3/3/20,1.0,4.0,7.47
N,3/3/20,2.0,1.0,2.59
N,3/3/20,2.0,2.0,2.26
N,3/3/20,2.0,3.0,2.08
N,3/3/20,2.0,4.0,0.32
N,3/3/20,3.0,1.0,0.76
N,3/3/20,3.0,2.0,3.27
N,3/3/20,3.0,3.0,5.37
N,3/3/20,3.0,4.0,5.09
N,3/3/20,4.0,1.0,4.36
N,3/3/20,4.0,2.0,5.78
N,3/3/20,4.0,3.0,7.5
N,3/3/20,4.0,4.0,7.39
N,3/3/20,5.0,1.0,7.36
N,3/3/20,5.0,2.0,6.98
N,3/3/20,5.0,3.0,7.29
N,3/3/20,5.0,4.0,7.16
N,3/3/20,6.0,1.0,7.64
N,3/3/20,6.0,2.0,7.81
N,3/3/20,6.0,3.0,8.33
N,3/3/20,6.0,4.0,8.97
N,3/3/20,7.0,1.0,10.55
N,3/3/20,7.0,2.0,11.49
N,3/3/20,7.0,3.0,12.81
N,3/3/20,7.0,4.0,13.45
N,3/3/20,8.0,1.0,13.75
N,3/3/20,8.0,2.0,14.26
N,3/3/20,8.0,3.0,14.39
N,3/3/20,8.0,4.0,13.44
N,3/3/20,9.0,1.0,12.84
N,3/3/20,9.0,2.0,14.1
N,3/3/20,9.0,3.0,15.94
N,3/3/20,9.0,4.0,15.82
N,3/3/20,10.0,1.0,14.98
N,3/3/20,10.0,2.0,16.54
N,3/3/20,10.0,3.0,17.99
N,3/3/20,10.0,4.0,18.48
N,3/3/20,11.0,1.0,20.26
N,3/3/20,11.0,2.0,23.16
N,3/3/20,11.0,3.0,20.55
N,3/3/20,11.0,4.0,19.83
N,3/3/20,12.0,1.0,19.7
N,3/3/20,12.0,2.0,18.97
N,3/3/20,12.0,3.0,19.22
N,3/3/20,12.0,4.0,20.1
N,3/3/20,13.0,1.0,20.07
N,3/3/20,13.0,2.0,22.83
N,3/3/20,13.0,3.0,22.84
N,3/3/20,13.0,4.0,21.02
N,3/3/20,14.0,1.0,21.5
N,3/3/20,14.0,2.0,55.65
N,3/3/20,14.0,3.0,22.37
N,3/3/20,14.0,4.0,18.7
N,3/3/20,15.0,1.0,18.47
N,3/3/20,15.0,2.0,18.77
N,3/3/20,15.0,3.0,17.92
N,3/3/20,15.0,4.0,17.45
N,3/3/20,16.0,1.0,18.6
N,3/3/20,16.0,2.0,18.06
N,3/3/20,16.0,3.0,18.12
N,3/3/20,16.0,4.0,19.89
N,3/3/20,17.0,1.0,20.41
N,3/3/20,17.0,2.0,20.76
N,3/3/20,17.0,3.0,20.13
N,3/3/20,17.0,4.0,19.65
N,3/3/20,18.0,1.0,19.03
N,3/3/20,18.0,2.0,19.33
N,3/3/20,18.0,3.0,19.96
N,3/3/20,18.0,4.0,20.89
N,3/3/20,19.0,1.0,20.92
N,3/3/20,19.0,2.0,26.17
N,3/3/20,19.0,3.0,76.15
N,3/3/20,19.0,4.0,40.92
N,3/3/20,20.0,1.0,21.65
N,3/3/20,20.0,2.0,20.55
N,3/3/20,20.0,3.0,20.33
N,3/3/20,20.0,4.0,20.24
N,3/3/20,21.0,1.0,20.36
N,3/3/20,21.0,2.0,20.5
N,3/3/20,21.0,3.0,21.77
N,3/3/20,21.0,4.0,21.14
N,3/3/20,22.0,1.0,19.28
N,3/3/20,22.0,2.0,20.22
N,3/3/20,22.0,3.0,18.82
N,3/3/20,22.0,4.0,17.86
N,3/3/20,23.0,1.0,17.1
N,3/3/20,23.0,2.0,16.95
N,3/3/20,23.0,3.0,16.68
N,3/3/20,23.0,4.0,17.46
N,3/3/20,24.0,1.0,16.85
N,3/3/20,24.0,2.0,12.94
N,3/3/20,24.0,3.0,13.06
N,3/3/20,24.0,4.0,13.47
N,3/4/20,1.0,1.0,17.23
N,3/4/20,1.0,2.0,14.14
N,3/4/20,1.0,3.0,13.85
N,3/4/20,1.0,4.0,15.86
N,3/4/20,2.0,1.0,30.88
N,3/4/20,2.0,2.0,15.32
N,3/4/20,2.0,3.0,14.12
N,3/4/20,2.0,4.0,13.05
N,3/4/20,3.0,1.0,48.07
N,3/4/20,3.0,2.0,17.51
N,3/4/20,3.0,3.0,13.37
N,3/4/20,3.0,4.0,12.97
N,3/4/20,4.0,1.0,12.96
N,3/4/20,4.0,2.0,10.43
N,3/4/20,4.0,3.0,9.23
N,3/4/20,4.0,4.0,6.93
N,3/4/20,5.0,1.0,11.55
N,3/4/20,5.0,2.0,12.23
N,3/4/20,5.0,3.0,12.02
N,3/4/20,5.0,4.0,11.44
N,3/4/20,6.0,1.0,12.69
N,3/4/20,6.0,2.0,14.38
N,3/4/20,6.0,3.0,14.71
N,3/4/20,6.0,4.0,12.83
N,3/4/20,7.0,1.0,15.01
N,3/4/20,7.0,2.0,16.28
N,3/4/20,7.0,3.0,15.16
N,3/4/20,7.0,4.0,16.44
N,3/4/20,8.0,1.0,16.11
N,3/4/20,8.0,2.0,16.34
N,3/4/20,8.0,3.0,16.42
N,3/4/20,8.0,4.0,16.36
N,3/4/20,9.0,1.0,15.55
N,3/4/20,9.0,2.0,14.58
N,3/4/20,9.0,3.0,16.86
N,3/4/20,9.0,4.0,15.33
N,3/4/20,10.0,1.0,14.06
N,3/4/20,10.0,2.0,14.68
N,3/4/20,10.0,3.0,13.97
N,3/4/20,10.0,4.0,16.56
N,3/4/20,11.0,1.0,15.5
N,3/4/20,11.0,2.0,15.48
N,3/4/20,11.0,3.0,15.12
N,3/4/20,11.0,4.0,14.35
N,3/4/20,12.0,1.0,14.62
N,3/4/20,12.0,2.0,16.25
N,3/4/20,12.0,3.0,16.86
N,3/4/20,12.0,4.0,17.02
N,3/4/20,13.0,1.0,17.46
N,3/4/20,13.0,2.0,18.65
N,3/4/20,13.0,3.0,17.96
N,3/4/20,13.0,4.0,17.78
N,3/4/20,14.0,1.0,17.14
N,3/4/20,14.0,2.0,17.24
N,3/4/20,14.0,3.0,17.9
N,3/4/20,14.0,4.0,17.64
N,3/4/20,15.0,1.0,17.16
N,3/4/20,15.0,2.0,17.08
N,3/4/20,15.0,3.0,16.8
N,3/4/20,15.0,4.0,15.23
N,3/4/20,16.0,1.0,15.13
N,3/4/20,16.0,2.0,15.51
N,3/4/20,16.0,3.0,16.51
N,3/4/20,16.0,4.0,16.94
N,3/4/20,17.0,1.0,16.53
N,3/4/20,17.0,2.0,16.13
N,3/4/20,17.0,3.0,16.21
N,3/4/20,17.0,4.0,15.88
N,3/4/20,18.0,1.0,15.78
N,3/4/20,18.0,2.0,15.96
N,3/4/20,18.0,3.0,16.31
N,3/4/20,18.0,4.0,16.85
N,3/4/20,19.0,1.0,17.28
N,3/4/20,19.0,2.0,18.52
N,3/4/20,19.0,3.0,18.69
N,3/4/20,19.0,4.0,18.2
N,3/4/20,20.0,1.0,19.0
N,3/4/20,20.0,2.0,19.07
N,3/4/20,20.0,3.0,19.03
N,3/4/20,20.0,4.0,18.91
N,3/4/20,21.0,1.0,18.37
N,3/4/20,21.0,2.0,15.85
N,3/4/20,21.0,3.0,15.06
N,3/4/20,21.0,4.0,14.57
N,3/4/20,22.0,1.0,14.26
N,3/4/20,22.0,2.0,13.72
N,3/4/20,22.0,3.0,13.36
N,3/4/20,22.0,4.0,12.84
N,3/4/20,23.0,1.0,13.46
N,3/4/20,23.0,2.0,13.13
N,3/4/20,23.0,3.0,11.37
N,3/4/20,23.0,4.0,7.93
N,3/4/20,24.0,1.0,-1.01
N,3/4/20,24.0,2.0,7.22
N,3/4/20,24.0,3.0,-5.9
N,3/4/20,24.0,4.0,0.59
N,3/5/20,1.0,1.0,-6.0
N,3/5/20,1.0,2.0,0.13
N,3/5/20,1.0,3.0,-5.65
N,3/5/20,1.0,4.0,0.14
N,3/5/20,2.0,1.0,-3.99
N,3/5/20,2.0,2.0,2.14
N,3/5/20,2.0,3.0,-6.0
N,3/5/20,2.0,4.0,-5.68
N,3/5/20,3.0,1.0,-0.35
N,3/5/20,3.0,2.0,-5.68
N,3/5/20,3.0,3.0,-5.35
N,3/5/20,3.0,4.0,3.49
N,3/5/20,4.0,1.0,-0.99
N,3/5/20,4.0,2.0,1.47
N,3/5/20,4.0,3.0,-4.12
N,3/5/20,4.0,4.0,-0.99
N,3/5/20,5.0,1.0,3.15
N,3/5/20,5.0,2.0,-2.45
N,3/5/20,5.0,3.0,7.45
N,3/5/20,5.0,4.0,12.09
N,3/5/20,6.0,1.0,12.36
N,3/5/20,6.0,2.0,13.14
N,3/5/20,6.0,3.0,13.37
N,3/5/20,6.0,4.0,13.1
N,3/5/20,7.0,1.0,13.09
N,3/5/20,7.0,2.0,14.16
N,3/5/20,7.0,3.0,-2.6
N,3/5/20,7.0,4.0,-17.37
N,3/5/20,8.0,1.0,-17.59
N,3/5/20,8.0,2.0,-15.42
N,3/5/20,8.0,3.0,-2.29
N,3/5/20,8.0,4.0,-5.67
N,3/5/20,9.0,1.0,-6.0
N,3/5/20,9.0,2.0,-3.67
N,3/5/20,9.0,3.0,-1.09
N,3/5/20,9.0,4.0,-1.0
N,3/5/20,10.0,1.0,-5.88
N,3/5/20,10.0,2.0,-5.66
N,3/5/20,10.0,3.0,-6.07
N,3/5/20,10.0,4.0,-6.24
N,3/5/20,11.0,1.0,-6.24
N,3/5/20,11.0,2.0,-6.24
N,3/5/20,11.0,3.0,-6.39
N,3/5/20,11.0,4.0,-10.07
N,3/5/20,12.0,1.0,-3.53
N,3/5/20,12.0,2.0,-3.6
N,3/5/20,12.0,3.0,-3.57
N,3/5/20,12.0,4.0,-2.85
N,3/5/20,13.0,1.0,-2.46
N,3/5/20,13.0,2.0,-2.11
N,3/5/20,13.0,3.0,-2.28
N,3/5/20,13.0,4.0,-2.39
N,3/5/20,14.0,1.0,-2.23
N,3/5/20,14.0,2.0,-2.32
N,3/5/20,14.0,3.0,-2.34
N,3/5/20,14.0,4.0,-2.33
N,3/5/20,15.0,1.0,-2.11
N,3/5/20,15.0,2.0,-2.12
N,3/5/20,15.0,3.0,-1.92
N,3/5/20,15.0,4.0,-0.25
N,3/5/20,16.0,1.0,5.45
N,3/5/20,16.0,2.0,10.3
N,3/5/20,16.0,3.0,9.36
N,3/5/20,16.0,4.0,10.75
N,3/5/20,17.0,1.0,10.89
N,3/5/20,17.0,2.0,10.49
N,3/5/20,17.0,3.0,9.71
N,3/5/20,17.0,4.0,10.96
N,3/5/20,18.0,1.0,11.97
N,3/5/20,18.0,2.0,14.85
N,3/5/20,18.0,3.0,16.45
N,3/5/20,18.0,4.0,17.05
N,3/5/20,19.0,1.0,17.19
N,3/5/20,19.0,2.0,19.33
N,3/5/20,19.0,3.0,19.35
N,3/5/20,19.0,4.0,18.62
N,3/5/20,20.0,1.0,19.47
N,3/5/20,20.0,2.0,19.77
N,3/5/20,20.0,3.0,20.25
N,3/5/20,20.0,4.0,17.77
N,3/5/20,21.0,1.0,17.49
N,3/5/20,21.0,2.0,16.56
N,3/5/20,21.0,3.0,18.06
N,3/5/20,21.0,4.0,16.88
N,3/5/20,22.0,1.0,14.51
N,3/5/20,22.0,2.0,14.33
N,3/5/20,22.0,3.0,12.74
N,3/5/20,22.0,4.0,12.44
