#demad,node, prod,bid,ca (ton/year)
d873,153,3,0,1.00E+07
d874,154,3,0,1.00E+07
d875,155,3,0,1.00E+07
d876,156,3,0,1.00E+07
d877,157,3,0,1.00E+07
d878,158,3,0,1.00E+07
d879,159,3,0,1.00E+07
d880,160,3,0,1.00E+07
d881,161,3,0,1.00E+07
d882,162,3,0,1.00E+07
d883,163,3,0,1.00E+07
d884,164,3,0,1.00E+07
d885,165,3,0,1.00E+07
d886,166,3,0,1.00E+07
d887,167,3,0,1.00E+07
d888,168,3,0,1.00E+07
d889,169,3,0,1.00E+07
d890,170,3,0,1.00E+07
d891,171,3,0,1.00E+07
d892,172,3,0,1.00E+07
d893,173,3,0,1.00E+07
d894,174,3,0,1.00E+07
d895,175,3,0,1.00E+07
d896,176,3,0,1.00E+07
d897,177,3,0,1.00E+07
d898,178,3,0,1.00E+07
d899,179,3,0,1.00E+07
d900,180,3,0,1.00E+07
d901,181,3,0,1.00E+07
d902,182,3,0,1.00E+07
d903,183,3,0,1.00E+07
d904,184,3,0,1.00E+07
d905,185,3,0,1.00E+07
d906,186,3,0,1.00E+07
d907,187,3,0,1.00E+07
d908,188,3,0,1.00E+07
d909,189,3,0,1.00E+07
d910,190,3,0,1.00E+07
d911,191,3,0,1.00E+07
d912,192,3,0,1.00E+07
d913,193,3,0,1.00E+07
d914,194,3,0,1.00E+07
d915,195,3,0,1.00E+07
d916,196,3,0,1.00E+07
d917,197,3,0,1.00E+07
d918,198,3,0,1.00E+07
d919,199,3,0,1.00E+07
d920,200,3,0,1.00E+07
d921,201,3,0,1.00E+07
d922,202,3,0,1.00E+07
d923,203,3,0,1.00E+07
d924,204,3,0,1.00E+07
d925,205,3,0,1.00E+07
d926,206,3,0,1.00E+07
d927,207,3,0,1.00E+07
d928,208,3,0,1.00E+07
d929,209,3,0,1.00E+07
d930,210,3,0,1.00E+07
d931,211,3,0,1.00E+07
d932,212,3,0,1.00E+07
d933,213,3,0,1.00E+07
d934,214,3,0,1.00E+07
d935,215,3,0,1.00E+07
d936,216,3,0,1.00E+07
d937,217,3,0,1.00E+07
d938,218,3,0,1.00E+07
d939,219,3,0,1.00E+07
d940,220,3,0,1.00E+07
d941,221,3,0,1.00E+07
d942,222,3,0,1.00E+07
d943,223,3,0,1.00E+07
d944,224,3,0,1.00E+07
d945,225,3,0,1.00E+07
d946,226,3,0,1.00E+07
d947,227,3,0,1.00E+07
d948,228,3,0,1.00E+07
d949,229,3,0,1.00E+07
d950,230,3,0,1.00E+07
d951,231,3,0,1.00E+07
d952,232,3,0,1.00E+07
d953,233,3,0,1.00E+07
d954,234,3,0,1.00E+07
d955,235,3,0,1.00E+07
d956,236,3,0,1.00E+07
d957,237,3,0,1.00E+07
d958,238,3,0,1.00E+07
d959,239,3,0,1.00E+07
d960,240,3,0,1.00E+07
d961,241,3,0,1.00E+07
d962,242,3,0,1.00E+07
d963,243,3,0,1.00E+07
d964,244,3,0,1.00E+07
d965,245,3,0,1.00E+07
d966,246,3,0,1.00E+07
d967,247,3,0,1.00E+07
d968,248,3,0,1.00E+07
d969,249,3,0,1.00E+07
d970,250,3,0,1.00E+07
d971,251,3,0,1.00E+07
d972,252,3,0,1.00E+07
d973,253,3,0,1.00E+07
d974,254,3,0,1.00E+07
d975,255,3,0,1.00E+07
d976,256,3,0,1.00E+07
d977,257,3,0,1.00E+07
d978,258,3,0,1.00E+07
d979,259,3,0,1.00E+07
d980,260,3,0,1.00E+07
d981,261,3,0,1.00E+07
d982,262,3,0,1.00E+07
d983,263,3,0,1.00E+07
d984,264,3,0,1.00E+07
d985,265,3,0,1.00E+07
d986,266,3,0,1.00E+07
d987,267,3,0,1.00E+07
d988,268,3,0,1.00E+07
d989,269,3,0,1.00E+07
d990,270,3,0,1.00E+07
d991,271,3,0,1.00E+07
d992,272,3,0,1.00E+07
d993,273,3,0,1.00E+07
d994,274,3,0,1.00E+07
d995,275,3,0,1.00E+07
d996,276,3,0,1.00E+07
d997,277,3,0,1.00E+07
d998,278,3,0,1.00E+07
d999,279,3,0,1.00E+07
d1000,280,3,0,1.00E+07
d1001,281,3,0,1.00E+07
d1002,282,3,0,1.00E+07
d1003,283,3,0,1.00E+07
d1004,284,3,0,1.00E+07
d1005,285,3,0,1.00E+07
d1006,286,3,0,1.00E+07
d1007,287,3,0,1.00E+07
d1008,288,3,0,1.00E+07
d1009,289,3,0,1.00E+07
d1010,290,3,0,1.00E+07
d1011,291,3,0,1.00E+07
d1012,292,3,0,1.00E+07
d1013,293,3,0,1.00E+07
d1014,294,3,0,1.00E+07
d1015,295,3,0,1.00E+07
d1016,296,3,0,1.00E+07
d1017,297,3,0,1.00E+07
d1018,298,3,0,1.00E+07
d1019,299,3,0,1.00E+07
d1020,300,3,0,1.00E+07
d1021,301,3,0,1.00E+07
d1022,302,3,0,1.00E+07
d1023,303,3,0,1.00E+07
d1024,304,3,0,1.00E+07
d1025,305,3,0,1.00E+07
d1026,306,3,0,1.00E+07
d1027,307,3,0,1.00E+07
d1028,308,3,0,1.00E+07
d1029,309,3,0,1.00E+07
d1030,310,3,0,1.00E+07
d1031,311,3,0,1.00E+07
d1032,312,3,0,1.00E+07
d1033,313,3,0,1.00E+07
d1034,314,3,0,1.00E+07
d1035,315,3,0,1.00E+07
d1036,316,3,0,1.00E+07
d1037,317,3,0,1.00E+07
d1038,318,3,0,1.00E+07
d1039,319,3,0,1.00E+07
d1040,320,3,0,1.00E+07
d1041,321,3,0,1.00E+07
d1042,322,3,0,1.00E+07
d1043,323,3,0,1.00E+07
d1044,324,3,0,1.00E+07
d1045,325,3,0,1.00E+07
d1046,326,3,0,1.00E+07
d1047,327,3,0,1.00E+07
d1048,328,3,0,1.00E+07
d1049,329,3,0,1.00E+07
d1050,330,3,0,1.00E+07
d1051,331,3,0,1.00E+07
d1052,332,3,0,1.00E+07
d1053,333,3,0,1.00E+07
d1054,334,3,0,1.00E+07
d1055,335,3,0,1.00E+07
d1056,336,3,0,1.00E+07
d1057,337,3,0,1.00E+07
d1058,338,3,0,1.00E+07
d1059,339,3,0,1.00E+07
d1060,340,3,0,1.00E+07
d1061,341,3,0,1.00E+07
d1062,342,3,0,1.00E+07
d1063,343,3,0,1.00E+07
d1064,344,3,0,1.00E+07
d1065,345,3,0,1.00E+07
d1066,346,3,0,1.00E+07
d1067,347,3,0,1.00E+07
d1068,348,3,0,1.00E+07
d1069,349,3,0,1.00E+07
d1070,350,3,0,1.00E+07
d1071,351,3,0,1.00E+07
d1072,352,3,0,1.00E+07
d1073,353,3,0,1.00E+07
d1074,354,3,0,1.00E+07
d1075,355,3,0,1.00E+07
d1076,356,3,0,1.00E+07
d1077,357,3,0,1.00E+07
d1078,358,3,0,1.00E+07
d1079,359,3,0,1.00E+07
d1080,360,3,0,1.00E+07
d1081,1,5,0,1.00E+07
d1082,2,5,0,1.00E+07
d1083,3,5,0,1.00E+07
d1084,4,5,0,1.00E+07
d1085,5,5,0,1.00E+07
d1086,6,5,0,1.00E+07
d1087,7,5,0,1.00E+07
d1088,8,5,0,1.00E+07
d1089,9,5,0,1.00E+07
d1090,10,5,0,1.00E+07
d1091,11,5,0,1.00E+07
d1092,12,5,0,1.00E+07
d1093,13,5,0,1.00E+07
d1094,14,5,0,1.00E+07
d1095,15,5,0,1.00E+07
d1096,16,5,0,1.00E+07
d1097,17,5,0,1.00E+07
d1098,18,5,0,1.00E+07
d1099,19,5,0,1.00E+07
d1100,20,5,0,1.00E+07
d1101,21,5,0,1.00E+07
d1102,22,5,0,1.00E+07
d1103,23,5,0,1.00E+07
d1104,24,5,0,1.00E+07
d1105,25,5,0,1.00E+07
d1106,26,5,0,1.00E+07
d1107,27,5,0,1.00E+07
d1108,28,5,0,1.00E+07
d1109,29,5,0,1.00E+07
d1110,30,5,0,1.00E+07
d1111,31,5,0,1.00E+07
d1112,32,5,0,1.00E+07
d1113,33,5,0,1.00E+07
d1114,34,5,0,1.00E+07
d1115,35,5,0,1.00E+07
d1116,36,5,0,1.00E+07
d1117,37,5,0,1.00E+07
d1118,38,5,0,1.00E+07
d1119,39,5,0,1.00E+07
d1120,40,5,0,1.00E+07
d1121,41,5,0,1.00E+07
d1122,42,5,0,1.00E+07
d1123,43,5,0,1.00E+07
d1124,44,5,0,1.00E+07
d1125,45,5,0,1.00E+07
d1126,46,5,0,1.00E+07
d1127,47,5,0,1.00E+07
d1128,48,5,0,1.00E+07
d1129,49,5,0,1.00E+07
d1130,50,5,0,1.00E+07
d1131,51,5,0,1.00E+07
d1132,52,5,0,1.00E+07
d1133,53,5,0,1.00E+07
d1134,54,5,0,1.00E+07
d1135,55,5,0,1.00E+07
d1136,56,5,0,1.00E+07
d1137,57,5,0,1.00E+07
d1138,58,5,0,1.00E+07
d1139,59,5,0,1.00E+07
d1140,60,5,0,1.00E+07
d1141,61,5,0,1.00E+07
d1142,62,5,0,1.00E+07
d1143,63,5,0,1.00E+07
d1144,64,5,0,1.00E+07
d1145,65,5,0,1.00E+07
d1146,66,5,0,1.00E+07
d1147,67,5,0,1.00E+07
d1148,68,5,0,1.00E+07
d1149,69,5,0,1.00E+07
d1150,70,5,0,1.00E+07
d1151,71,5,0,1.00E+07
d1152,72,5,0,1.00E+07
d1153,73,5,0,1.00E+07
d1154,74,5,0,1.00E+07
d1155,75,5,0,1.00E+07
d1156,76,5,0,1.00E+07
d1157,77,5,0,1.00E+07
d1158,78,5,0,1.00E+07
d1159,79,5,0,1.00E+07
d1160,80,5,0,1.00E+07
d1161,81,5,0,1.00E+07
d1162,82,5,0,1.00E+07
d1163,83,5,0,1.00E+07
d1164,84,5,0,1.00E+07
d1165,85,5,0,1.00E+07
d1166,86,5,0,1.00E+07
d1167,87,5,0,1.00E+07
d1168,88,5,0,1.00E+07
d1169,89,5,0,1.00E+07
d1170,90,5,0,1.00E+07
d1171,91,5,0,1.00E+07
d1172,92,5,0,1.00E+07
d1173,93,5,0,1.00E+07
d1174,94,5,0,1.00E+07
d1175,95,5,0,1.00E+07
d1176,96,5,0,1.00E+07
d1177,97,5,0,1.00E+07
d1178,98,5,0,1.00E+07
d1179,99,5,0,1.00E+07
d1180,100,5,0,1.00E+07
d1181,101,5,0,1.00E+07
d1182,102,5,0,1.00E+07
d1183,103,5,0,1.00E+07
d1184,104,5,0,1.00E+07
d1185,105,5,0,1.00E+07
d1186,106,5,0,1.00E+07
d1187,107,5,0,1.00E+07
d1188,108,5,0,1.00E+07
d1189,109,5,0,1.00E+07
d1190,110,5,0,1.00E+07
d1191,111,5,0,1.00E+07
d1192,112,5,0,1.00E+07
d1193,113,5,0,1.00E+07
d1194,114,5,0,1.00E+07
d1195,115,5,0,1.00E+07
d1196,116,5,0,1.00E+07
d1197,117,5,0,1.00E+07
d1198,118,5,0,1.00E+07
d1199,119,5,0,1.00E+07
d1200,120,5,0,1.00E+07
d1201,121,5,0,1.00E+07
d1202,122,5,0,1.00E+07
d1203,123,5,0,1.00E+07
d1204,124,5,0,1.00E+07
d1205,125,5,0,1.00E+07
d1206,126,5,0,1.00E+07
d1207,127,5,0,1.00E+07
d1208,128,5,0,1.00E+07
d1209,129,5,0,1.00E+07
d1210,130,5,0,1.00E+07
d1211,131,5,0,1.00E+07
d1212,132,5,0,1.00E+07
d1213,133,5,0,1.00E+07
d1214,134,5,0,1.00E+07
d1215,135,5,0,1.00E+07
d1216,136,5,0,1.00E+07
d1217,137,5,0,1.00E+07
d1218,138,5,0,1.00E+07
d1219,139,5,0,1.00E+07
d1220,140,5,0,1.00E+07
d1221,141,5,0,1.00E+07
d1222,142,5,0,1.00E+07
d1223,143,5,0,1.00E+07
d1224,144,5,0,1.00E+07
d1225,145,5,0,1.00E+07
d1226,146,5,0,1.00E+07
d1227,147,5,0,1.00E+07
d1228,148,5,0,1.00E+07
d1229,149,5,0,1.00E+07
d1230,150,5,0,1.00E+07
d1231,151,5,0,1.00E+07
d1232,152,5,0,1.00E+07
d1233,153,5,0,1.00E+07
d1234,154,5,0,1.00E+07
d1235,155,5,0,1.00E+07
d1236,156,5,0,1.00E+07
d1237,157,5,0,1.00E+07
d1238,158,5,0,1.00E+07
d1239,159,5,0,1.00E+07
d1240,160,5,0,1.00E+07
d1241,161,5,0,1.00E+07
d1242,162,5,0,1.00E+07
d1243,163,5,0,1.00E+07
d1244,164,5,0,1.00E+07
d1245,165,5,0,1.00E+07
d1246,166,5,0,1.00E+07
d1247,167,5,0,1.00E+07
d1248,168,5,0,1.00E+07
d1249,169,5,0,1.00E+07
d1250,170,5,0,1.00E+07
d1251,171,5,0,1.00E+07
d1252,172,5,0,1.00E+07
d1253,173,5,0,1.00E+07
d1254,174,5,0,1.00E+07
d1255,175,5,0,1.00E+07
d1256,176,5,0,1.00E+07
d1257,177,5,0,1.00E+07
d1258,178,5,0,1.00E+07
d1259,179,5,0,1.00E+07
d1260,180,5,0,1.00E+07
d1261,181,5,0,1.00E+07
d1262,182,5,0,1.00E+07
d1263,183,5,0,1.00E+07
d1264,184,5,0,1.00E+07
d1265,185,5,0,1.00E+07
d1266,186,5,0,1.00E+07
d1267,187,5,0,1.00E+07
d1268,188,5,0,1.00E+07
d1269,189,5,0,1.00E+07
d1270,190,5,0,1.00E+07
d1271,191,5,0,1.00E+07
d1272,192,5,0,1.00E+07
d1273,193,5,0,1.00E+07
d1274,194,5,0,1.00E+07
d1275,195,5,0,1.00E+07
d1276,196,5,0,1.00E+07
d1277,197,5,0,1.00E+07
d1278,198,5,0,1.00E+07
d1279,199,5,0,1.00E+07
d1280,200,5,0,1.00E+07
d1281,201,5,0,1.00E+07
d1282,202,5,0,1.00E+07
d1283,203,5,0,1.00E+07
d1284,204,5,0,1.00E+07
d1285,205,5,0,1.00E+07
d1286,206,5,0,1.00E+07
d1287,207,5,0,1.00E+07
d1288,208,5,0,1.00E+07
d1289,209,5,0,1.00E+07
d1290,210,5,0,1.00E+07
d1291,211,5,0,1.00E+07
d1292,212,5,0,1.00E+07
d1293,213,5,0,1.00E+07
d1294,214,5,0,1.00E+07
d1295,215,5,0,1.00E+07
d1296,216,5,0,1.00E+07
d1297,217,5,0,1.00E+07
d1298,218,5,0,1.00E+07
d1299,219,5,0,1.00E+07
d1300,220,5,0,1.00E+07
d1301,221,5,0,1.00E+07
d1302,222,5,0,1.00E+07
d1303,223,5,0,1.00E+07
d1304,224,5,0,1.00E+07
d1305,225,5,0,1.00E+07
d1306,226,5,0,1.00E+07
d1307,227,5,0,1.00E+07
d1308,228,5,0,1.00E+07
d1309,229,5,0,1.00E+07
d1310,230,5,0,1.00E+07
d1311,231,5,0,1.00E+07
d1312,232,5,0,1.00E+07
d1313,233,5,0,1.00E+07
d1314,234,5,0,1.00E+07
d1315,235,5,0,1.00E+07
d1316,236,5,0,1.00E+07
d1317,237,5,0,1.00E+07
d1318,238,5,0,1.00E+07
d1319,239,5,0,1.00E+07
d1320,240,5,0,1.00E+07
d1321,241,5,0,1.00E+07
d1322,242,5,0,1.00E+07
d1323,243,5,0,1.00E+07
d1324,244,5,0,1.00E+07
d1325,245,5,0,1.00E+07
d1326,246,5,0,1.00E+07
d1327,247,5,0,1.00E+07
d1328,248,5,0,1.00E+07
d1329,249,5,0,1.00E+07
d1330,250,5,0,1.00E+07
d1331,251,5,0,1.00E+07
d1332,252,5,0,1.00E+07
d1333,253,5,0,1.00E+07
d1334,254,5,0,1.00E+07
d1335,255,5,0,1.00E+07
d1336,256,5,0,1.00E+07
d1337,257,5,0,1.00E+07
d1338,258,5,0,1.00E+07
d1339,259,5,0,1.00E+07
d1340,260,5,0,1.00E+07
d1341,261,5,0,1.00E+07
d1342,262,5,0,1.00E+07
d1343,263,5,0,1.00E+07
d1344,264,5,0,1.00E+07
d1345,265,5,0,1.00E+07
d1346,266,5,0,1.00E+07
d1347,267,5,0,1.00E+07
d1348,268,5,0,1.00E+07
d1349,269,5,0,1.00E+07
d1350,270,5,0,1.00E+07
d1351,271,5,0,1.00E+07
d1352,272,5,0,1.00E+07
d1353,273,5,0,1.00E+07
d1354,274,5,0,1.00E+07
d1355,275,5,0,1.00E+07
d1356,276,5,0,1.00E+07
d1357,277,5,0,1.00E+07
d1358,278,5,0,1.00E+07
d1359,279,5,0,1.00E+07
d1360,280,5,0,1.00E+07
d1361,281,5,0,1.00E+07
d1362,282,5,0,1.00E+07
d1363,283,5,0,1.00E+07
d1364,284,5,0,1.00E+07
d1365,285,5,0,1.00E+07
d1366,286,5,0,1.00E+07
d1367,287,5,0,1.00E+07
d1368,288,5,0,1.00E+07
d1369,289,5,0,1.00E+07
d1370,290,5,0,1.00E+07
d1371,291,5,0,1.00E+07
d1372,292,5,0,1.00E+07
d1373,293,5,0,1.00E+07
d1374,294,5,0,1.00E+07
d1375,295,5,0,1.00E+07
d1376,296,5,0,1.00E+07
d1377,297,5,0,1.00E+07
d1378,298,5,0,1.00E+07
d1379,299,5,0,1.00E+07
d1380,300,5,0,1.00E+07
d1381,301,5,0,1.00E+07
d1382,302,5,0,1.00E+07
d1383,303,5,0,1.00E+07
d1384,304,5,0,1.00E+07
d1385,305,5,0,1.00E+07
d1386,306,5,0,1.00E+07
d1387,307,5,0,1.00E+07
d1388,308,5,0,1.00E+07
d1389,309,5,0,1.00E+07
d1390,310,5,0,1.00E+07
d1391,311,5,0,1.00E+07
d1392,312,5,0,1.00E+07
d1393,313,5,0,1.00E+07
d1394,314,5,0,1.00E+07
d1395,315,5,0,1.00E+07
d1396,316,5,0,1.00E+07
d1397,317,5,0,1.00E+07
d1398,318,5,0,1.00E+07
d1399,319,5,0,1.00E+07
d1400,320,5,0,1.00E+07
d1401,321,5,0,1.00E+07
d1402,322,5,0,1.00E+07
d1403,323,5,0,1.00E+07
d1404,324,5,0,1.00E+07
d1405,325,5,0,1.00E+07
d1406,326,5,0,1.00E+07
d1407,327,5,0,1.00E+07
d1408,328,5,0,1.00E+07
d1409,329,5,0,1.00E+07
d1410,330,5,0,1.00E+07
d1411,331,5,0,1.00E+07
d1412,332,5,0,1.00E+07
d1413,333,5,0,1.00E+07
d1414,334,5,0,1.00E+07
d1415,335,5,0,1.00E+07
d1416,336,5,0,1.00E+07
d1417,337,5,0,1.00E+07
d1418,338,5,0,1.00E+07
d1419,339,5,0,1.00E+07
d1420,340,5,0,1.00E+07
d1421,341,5,0,1.00E+07
d1422,342,5,0,1.00E+07
d1423,343,5,0,1.00E+07
d1424,344,5,0,1.00E+07
d1425,345,5,0,1.00E+07
d1426,346,5,0,1.00E+07
d1427,347,5,0,1.00E+07
d1428,348,5,0,1.00E+07
d1429,349,5,0,1.00E+07
d1430,350,5,0,1.00E+07
d1431,351,5,0,1.00E+07
d1432,352,5,0,1.00E+07
d1433,353,5,0,1.00E+07
d1434,354,5,0,1.00E+07
d1435,355,5,0,1.00E+07
d1436,356,5,0,1.00E+07
d1437,357,5,0,1.00E+07
d1438,358,5,0,1.00E+07
d1439,359,5,0,1.00E+07
d1440,360,5,0,1.00E+07
d1441,361,4,500,1.00E+07
